n,Egb,dx,dy,rx,ry,T,steps,f
0.75,1.031,0.45,2.99,3,4,300,2000,lammps_1.031_0.75_0.45_2.99_3_4_300_2000
0.96,1.031,1.86,1.88,4,3,900,132000,lammps_1.031_0.96_1.86_1.88_4_3_900_132000
0.56,1.031,2.15,1.08,1,8,1000,22000,lammps_1.031_0.56_2.15_1.08_1_8_1000_22000
0.43,1.031,0.49,3.03,1,7,1100,239000,lammps_1.031_0.43_0.49_3.03_1_7_1100_239000
0.4,1.031,0.67,3.58,1,5,1300,1000,lammps_1.031_0.40_0.67_3.58_1_5_1300_1000
0.41,1.031,2.08,0.59,1,11,800,5000,lammps_1.031_0.41_2.08_0.59_1_11_800_5000
0.0,1.031,4.74,3.41,1,7,1100,144000,lammps_1.031_0.00_4.74_3.41_1_7_1100_144000
0.42,1.031,5.37,2.36,1,6,1100,30000,lammps_1.031_0.42_5.37_2.36_1_6_1100_30000
0.08,1.031,2.26,0.92,1,6,800,1000,lammps_1.031_0.08_2.26_0.92_1_6_800_1000
0.1,1.031,4.57,1.84,1,5,1100,3000,lammps_1.031_0.10_4.57_1.84_1_5_1100_3000
0.12,1.031,6.65,3.33,4,4,800,2000,lammps_1.031_0.12_6.65_3.33_4_4_800_2000
0.14,1.031,6.7,0.53,3,6,1000,5000,lammps_1.031_0.14_6.70_0.53_3_6_1000_5000
0.15,1.031,6.13,1.63,2,5,800,9000,lammps_1.031_0.15_6.13_1.63_2_5_800_9000
0.16,1.031,2.75,2.82,4,4,800,28000,lammps_1.031_0.16_2.75_2.82_4_4_800_28000
0.17,1.031,2.24,2.56,3,3,1000,2000,lammps_1.031_0.17_2.24_2.56_3_3_1000_2000
0.21,1.031,1.17,0.6,1,7,900,99000,lammps_1.031_0.21_1.17_0.60_1_7_900_99000
0.03,1.031,0.54,1.17,3,6,1000,136000,lammps_1.031_0.03_0.54_1.17_3_6_1000_136000
0.28,1.031,0.32,3.39,3,6,1200,47000,lammps_1.031_0.28_0.32_3.39_3_6_1200_47000
0.25,1.031,0.68,1.56,2,2,1100,2000,lammps_1.031_0.25_0.68_1.56_2_2_1100_2000
0.38,1.031,1.12,0.87,2,2,500,0,lammps_1.031_0.38_1.12_0.87_2_2_500_0
0.36,1.031,2.94,3.22,1,7,700,5000,lammps_1.031_0.36_2.94_3.22_1_7_700_5000
0.35,1.031,7.81,2.44,1,10,900,2000,lammps_1.031_0.35_7.81_2.44_1_10_900_2000
0.39,1.031,0.54,2.41,2,7,1300,13000,lammps_1.031_0.39_0.54_2.41_2_7_1300_13000
0.33,1.031,6.62,1.9,2,6,1200,226000,lammps_1.031_0.33_6.62_1.90_2_6_1200_226000
0.32,1.031,2.19,2.12,2,7,800,0,lammps_1.031_0.32_2.19_2.12_2_7_800_0
0.29,1.031,2.18,1.07,2,7,300,4000,lammps_1.031_0.29_2.18_1.07_2_7_300_4000
0.34,1.031,0.28,1.43,2,8,1000,120000,lammps_1.031_0.34_0.28_1.43_2_8_1000_120000
0.55,1.032,0.91,2.61,1,11,1100,13000,lammps_1.032_0.55_0.91_2.61_1_11_1100_13000
0.47,1.032,1.03,2.12,1,15,1100,6000,lammps_1.032_0.47_1.03_2.12_1_15_1100_6000
0.48,1.032,0.3,2.84,2,13,1100,2000,lammps_1.032_0.48_0.30_2.84_2_13_1100_2000
0.5,1.032,1.23,1.2,1,5,900,1000,lammps_1.032_0.50_1.23_1.20_1_5_900_1000
0.52,1.032,0.37,0.05,2,13,1200,5000,lammps_1.032_0.52_0.37_0.05_2_13_1200_5000
0.53,1.032,6.1,0.23,1,15,1200,229000,lammps_1.032_0.53_6.10_0.23_1_15_1200_229000
0.54,1.032,5.75,1.63,3,4,900,1000,lammps_1.032_0.54_5.75_1.63_3_4_900_1000
0.56,1.032,0.21,1.86,1,8,1000,10000,lammps_1.032_0.56_0.21_1.86_1_8_1000_10000
0.67,1.032,2.0,2.44,3,6,400,1000,lammps_1.032_0.67_2.00_2.44_3_6_400_1000
0.58,1.032,1.46,3.42,2,3,1100,0,lammps_1.032_0.58_1.46_3.42_2_3_1100_0
0.59,1.032,3.77,1.47,1,11,1200,4000,lammps_1.032_0.59_3.77_1.47_1_11_1200_4000
0.6,1.032,3.7,0.59,1,5,1300,154000,lammps_1.032_0.60_3.70_0.59_1_5_1300_154000
0.75,1.032,4.14,3.56,2,4,1100,6000,lammps_1.032_0.75_4.14_3.56_2_4_1100_6000
0.83,1.032,0.91,2.84,2,3,1200,2000,lammps_1.032_0.83_0.91_2.84_2_3_1200_2000
0.9,1.032,2.92,1.39,2,5,1000,7000,lammps_1.032_0.90_2.92_1.39_2_5_1000_7000
0.92,1.032,1.61,0.24,2,3,900,250000,lammps_1.032_0.92_1.61_0.24_2_3_900_250000
0.57,1.032,0.58,1.34,2,7,1200,1000,lammps_1.032_0.57_0.58_1.34_2_7_1200_1000
0.45,1.032,2.21,2.03,1,10,1000,82000,lammps_1.032_0.45_2.21_2.03_1_10_1000_82000
0.46,1.032,7.77,2.01,2,6,1100,91000,lammps_1.032_0.46_7.77_2.01_2_6_1100_91000
0.43,1.032,6.06,2.65,1,15,700,2000,lammps_1.032_0.43_6.06_2.65_1_15_700_2000
0.44,1.032,6.41,2.46,1,8,900,105000,lammps_1.032_0.44_6.41_2.46_1_8_900_105000
0.0,1.032,4.09,1.14,3,5,1300,2000,lammps_1.032_0.00_4.09_1.14_3_5_1300_2000
0.03,1.032,3.79,0.21,3,5,1000,95000,lammps_1.032_0.03_3.79_0.21_3_5_1000_95000
0.12,1.032,2.09,1.97,2,2,400,2000,lammps_1.032_0.12_2.09_1.97_2_2_400_2000
0.22,1.032,1.39,0.96,3,3,700,10000,lammps_1.032_0.22_1.39_0.96_3_3_700_10000
0.25,1.032,0.73,1.65,2,2,1200,3000,lammps_1.032_0.25_0.73_1.65_2_2_1200_3000
0.32,1.032,6.69,3.4,1,14,1100,154000,lammps_1.032_0.32_6.69_3.40_1_14_1100_154000
0.33,1.032,3.02,2.22,1,15,1100,191000,lammps_1.032_0.33_3.02_2.22_1_15_1100_191000
0.17,1.032,2.4,2.37,2,3,400,6000,lammps_1.032_0.17_2.40_2.37_2_3_400_6000
0.35,1.032,5.14,2.19,1,10,1100,1000,lammps_1.032_0.35_5.14_2.19_1_10_1100_1000
0.36,1.032,1.13,1.13,1,7,1000,3000,lammps_1.032_0.36_1.13_1.13_1_7_1000_3000
0.38,1.032,6.69,2.98,1,12,900,1000,lammps_1.032_0.38_6.69_2.98_1_12_900_1000
0.39,1.032,6.46,1.42,2,11,900,114000,lammps_1.032_0.39_6.46_1.42_2_11_900_114000
0.4,1.032,7.72,1.91,1,5,800,3000,lammps_1.032_0.40_7.72_1.91_1_5_800_3000
0.41,1.032,5.73,0.95,2,14,1100,65000,lammps_1.032_0.41_5.73_0.95_2_14_1100_65000
0.42,1.032,5.65,3.27,2,6,1200,11000,lammps_1.032_0.42_5.65_3.27_2_6_1200_11000
0.34,1.032,3.83,1.63,2,8,900,87000,lammps_1.032_0.34_3.83_1.63_2_8_900_87000
0.54,1.033,4.46,1.06,1,13,1000,16000,lammps_1.033_0.54_4.46_1.06_1_13_1000_16000
0.53,1.033,4.3,2.74,1,15,900,161000,lammps_1.033_0.53_4.30_2.74_1_15_900_161000
0.52,1.033,2.21,1.49,2,14,1100,1000,lammps_1.033_0.52_2.21_1.49_2_14_1100_1000
0.46,1.033,0.97,0.17,2,6,500,4000,lammps_1.033_0.46_0.97_0.17_2_6_500_4000
0.48,1.033,5.72,2.76,2,13,1000,12000,lammps_1.033_0.48_5.72_2.76_2_13_1000_12000
0.47,1.033,7.52,2.08,1,15,900,2000,lammps_1.033_0.47_7.52_2.08_1_15_900_2000
0.55,1.033,5.74,0.42,1,11,1100,5000,lammps_1.033_0.55_5.74_0.42_1_11_1100_5000
0.5,1.033,1.5,2.92,1,5,1200,114000,lammps_1.033_0.50_1.50_2.92_1_5_1200_114000
0.56,1.033,6.68,0.5,1,8,900,1000,lammps_1.033_0.56_6.68_0.50_1_8_900_1000
0.83,1.033,0.21,1.41,1,3,900,2000,lammps_1.033_0.83_0.21_1.41_1_3_900_2000
0.58,1.033,2.0,0.19,2,3,700,8000,lammps_1.033_0.58_2.00_0.19_2_3_700_8000
0.6,1.033,4.43,0.1,4,5,1200,2000,lammps_1.033_0.60_4.43_0.10_4_5_1200_2000
0.62,1.033,5.66,1.52,4,3,1200,6000,lammps_1.033_0.62_5.66_1.52_4_3_1200_6000
0.65,1.033,0.37,0.37,4,5,300,0,lammps_1.033_0.65_0.37_0.37_4_5_300_0
0.72,1.033,3.66,2.44,3,3,1200,60000,lammps_1.033_0.72_3.66_2.44_3_3_1200_60000
0.79,1.033,0.9,3.47,2,6,500,0,lammps_1.033_0.79_0.90_3.47_2_6_500_0
0.44,1.033,6.62,0.87,2,4,1300,12000,lammps_1.033_0.44_6.62_0.87_2_4_1300_12000
0.88,1.033,7.14,2.26,2,4,900,3000,lammps_1.033_0.88_7.14_2.26_2_4_900_3000
0.96,1.033,7.63,2.93,2,6,1200,2000,lammps_1.033_0.96_7.63_2.93_2_6_1200_2000
0.57,1.033,5.19,1.23,1,7,800,28000,lammps_1.033_0.57_5.19_1.23_1_7_800_28000
0.43,1.033,3.68,1.59,2,7,1300,127000,lammps_1.033_0.43_3.68_1.59_2_7_1300_127000
0.45,1.033,2.56,1.99,2,5,1200,2000,lammps_1.033_0.45_2.56_1.99_2_5_1200_2000
0.41,1.033,5.89,2.27,1,11,1000,45000,lammps_1.033_0.41_5.89_2.27_1_11_1000_45000
0.42,1.033,3.69,3.0,1,6,1300,3000,lammps_1.033_0.42_3.69_3.00_1_6_1300_3000
0.0,1.033,0.6,3.43,4,2,1200,283000,lammps_1.033_0.00_0.60_3.43_4_2_1200_283000
0.04,1.033,7.04,3.49,2,6,1000,5000,lammps_1.033_0.04_7.04_3.49_2_6_1000_5000
0.12,1.033,4.61,0.35,2,2,900,2000,lammps_1.033_0.12_4.61_0.35_2_2_900_2000
0.17,1.033,2.29,1.59,4,5,900,20000,lammps_1.033_0.17_2.29_1.59_4_5_900_20000
0.21,1.033,4.85,1.91,2,7,1300,15000,lammps_1.033_0.21_4.85_1.91_2_7_1300_15000
0.23,1.033,7.37,0.17,4,5,1000,28000,lammps_1.033_0.23_7.37_0.17_4_5_1000_28000
0.25,1.033,4.06,0.5,4,4,1200,2000,lammps_1.033_0.25_4.06_0.50_4_4_1200_2000
0.29,1.033,2.5,0.29,1,7,1100,2000,lammps_1.033_0.29_2.50_0.29_1_7_1100_2000
0.3,1.033,1.19,2.35,3,5,1100,10000,lammps_1.033_0.30_1.19_2.35_3_5_1100_10000
0.19,1.033,5.66,3.24,4,2,1000,4000,lammps_1.033_0.19_5.66_3.24_4_2_1000_4000
0.32,1.033,1.67,2.4,2,7,800,2000,lammps_1.033_0.32_1.67_2.40_2_7_800_2000
0.31,1.033,6.4,3.28,2,4,600,2000,lammps_1.033_0.31_6.40_3.28_2_4_600_2000
0.39,1.033,7.6,1.85,1,14,1000,3000,lammps_1.033_0.39_7.60_1.85_1_14_1000_3000
0.38,1.033,2.67,2.46,2,4,900,30000,lammps_1.033_0.38_2.67_2.46_2_4_900_30000
0.37,1.033,3.06,2.15,1,15,900,134000,lammps_1.033_0.37_3.06_2.15_1_15_900_134000
0.4,1.033,4.36,0.11,1,5,500,34000,lammps_1.033_0.40_4.36_0.11_1_5_500_34000
0.35,1.033,2.32,0.16,2,5,900,152000,lammps_1.033_0.35_2.32_0.16_2_5_900_152000
0.34,1.033,2.27,2.05,2,8,900,25000,lammps_1.033_0.34_2.27_2.05_2_8_900_25000
0.33,1.033,6.2,0.32,3,2,1100,168000,lammps_1.033_0.33_6.20_0.32_3_2_1100_168000
0.36,1.033,4.83,1.71,2,7,1200,2000,lammps_1.033_0.36_4.83_1.71_2_7_1200_2000
0.6,1.034,5.83,3.17,1,5,700,3000,lammps_1.034_0.60_5.83_3.17_1_5_700_3000
0.47,1.034,2.59,1.48,2,8,800,7000,lammps_1.034_0.47_2.59_1.48_2_8_800_7000
0.48,1.034,0.54,2.13,2,14,1200,1000,lammps_1.034_0.48_0.54_2.13_2_14_1200_1000
0.5,1.034,5.92,0.28,2,2,400,2000,lammps_1.034_0.50_5.92_0.28_2_2_400_2000
0.52,1.034,0.54,0.64,2,11,1100,7000,lammps_1.034_0.52_0.54_0.64_2_11_1100_7000
0.53,1.034,2.72,2.58,1,15,900,9000,lammps_1.034_0.53_2.72_2.58_1_15_900_9000
0.54,1.034,1.27,0.06,1,13,800,80000,lammps_1.034_0.54_1.27_0.06_1_13_800_80000
0.55,1.034,1.15,1.72,2,5,900,177000,lammps_1.034_0.55_1.15_1.72_2_5_900_177000
0.56,1.034,3.92,1.69,1,8,1100,15000,lammps_1.034_0.56_3.92_1.69_1_8_1100_15000
0.57,1.034,8.08,0.16,1,7,1000,22000,lammps_1.034_0.57_8.08_0.16_1_7_1000_22000
0.67,1.034,5.94,0.51,4,3,800,2000,lammps_1.034_0.67_5.94_0.51_4_3_800_2000
0.98,1.034,7.83,0.66,3,7,1300,3000,lammps_1.034_0.98_7.83_0.66_3_7_1300_3000
0.7,1.034,5.3,2.04,3,5,1300,103000,lammps_1.034_0.70_5.30_2.04_3_5_1300_103000
0.71,1.034,0.91,3.34,3,4,300,71000,lammps_1.034_0.71_0.91_3.34_3_4_300_71000
0.75,1.034,5.02,3.3,3,2,800,0,lammps_1.034_0.75_5.02_3.30_3_2_800_0
0.79,1.034,7.27,0.18,3,4,1300,1000,lammps_1.034_0.79_7.27_0.18_3_4_1300_1000
0.83,1.034,7.37,2.48,3,3,800,5000,lammps_1.034_0.83_7.37_2.48_3_3_800_5000
0.86,1.034,4.64,0.78,2,7,1100,3000,lammps_1.034_0.86_4.64_0.78_2_7_1100_3000
0.9,1.034,3.83,2.41,3,5,1300,220000,lammps_1.034_0.90_3.83_2.41_3_5_1300_220000
0.92,1.034,7.23,0.85,2,3,900,22000,lammps_1.034_0.92_7.23_0.85_2_3_900_22000
0.96,1.034,4.96,1.83,4,3,900,6000,lammps_1.034_0.96_4.96_1.83_4_3_900_6000
0.46,1.034,0.07,1.35,2,7,800,14000,lammps_1.034_0.46_0.07_1.35_2_7_800_14000
0.69,1.034,5.07,1.87,3,6,600,0,lammps_1.034_0.69_5.07_1.87_3_6_600_0
0.45,1.034,1.75,1.91,2,5,1200,8000,lammps_1.034_0.45_1.75_1.91_2_5_1200_8000
0.58,1.034,0.86,1.05,2,3,1000,197000,lammps_1.034_0.58_0.86_1.05_2_3_1000_197000
0.43,1.034,4.53,1.12,1,7,1300,1000,lammps_1.034_0.43_4.53_1.12_1_7_1300_1000
0.0,1.034,7.97,2.74,1,7,900,9000,lammps_1.034_0.00_7.97_2.74_1_7_900_9000
0.04,1.034,4.98,2.75,2,6,1000,2000,lammps_1.034_0.04_4.98_2.75_2_6_1000_2000
0.12,1.034,7.07,3.44,4,6,900,9000,lammps_1.034_0.12_7.07_3.44_4_6_900_9000
0.14,1.034,2.66,2.11,3,6,900,6000,lammps_1.034_0.14_2.66_2.11_3_6_900_6000
0.16,1.034,3.17,2.96,4,7,1000,22000,lammps_1.034_0.16_3.17_2.96_4_7_1000_22000
0.17,1.034,5.05,0.31,1,6,1000,5000,lammps_1.034_0.17_5.05_0.31_1_6_1000_5000
0.19,1.034,5.95,1.52,4,4,900,92000,lammps_1.034_0.19_5.95_1.52_4_4_900_92000
0.2,1.034,2.14,3.46,2,5,1100,93000,lammps_1.034_0.20_2.14_3.46_2_5_1100_93000
0.23,1.034,5.38,3.07,3,5,1100,246000,lammps_1.034_0.23_5.38_3.07_3_5_1100_246000
0.25,1.034,5.8,2.52,2,5,700,7000,lammps_1.034_0.25_5.80_2.52_2_5_700_7000
0.26,1.034,3.56,3.27,3,7,900,6000,lammps_1.034_0.26_3.56_3.27_3_7_900_6000
0.1,1.034,0.51,0.55,2,5,1000,106000,lammps_1.034_0.10_0.51_0.55_2_5_1000_106000
0.44,1.034,1.93,1.7,3,3,600,2000,lammps_1.034_0.44_1.93_1.70_3_3_600_2000
0.29,1.034,2.37,3.24,4,3,800,124000,lammps_1.034_0.29_2.37_3.24_4_3_800_124000
0.42,1.034,0.07,0.89,1,12,900,75000,lammps_1.034_0.42_0.07_0.89_1_12_900_75000
0.4,1.034,6.05,2.07,1,5,1000,2000,lammps_1.034_0.40_6.05_2.07_1_5_1000_2000
0.39,1.034,2.15,3.12,1,9,900,4000,lammps_1.034_0.39_2.15_3.12_1_9_900_4000
0.38,1.034,6.21,1.57,2,2,1100,156000,lammps_1.034_0.38_6.21_1.57_2_2_1100_156000
0.41,1.034,5.17,0.48,1,11,900,6000,lammps_1.034_0.41_5.17_0.48_1_11_900_6000
0.36,1.034,6.01,1.08,2,7,1100,45000,lammps_1.034_0.36_6.01_1.08_2_7_1100_45000
0.35,1.034,1.57,0.63,1,13,1200,8000,lammps_1.034_0.35_1.57_0.63_1_13_1200_8000
0.33,1.034,6.16,2.09,1,6,1100,121000,lammps_1.034_0.33_6.16_2.09_1_6_1100_121000
0.31,1.034,1.26,0.3,2,4,1000,76000,lammps_1.034_0.31_1.26_0.30_2_4_1000_76000
0.37,1.034,4.11,0.23,3,5,1100,3000,lammps_1.034_0.37_4.11_0.23_3_5_1100_3000
0.48,1.035,7.74,3.02,2,15,1100,270000,lammps_1.035_0.48_7.74_3.02_2_15_1100_270000
0.57,1.035,2.76,2.92,1,7,800,14000,lammps_1.035_0.57_2.76_2.92_1_7_800_14000
0.5,1.035,1.88,1.39,2,2,1100,8000,lammps_1.035_0.50_1.88_1.39_2_2_1100_8000
0.52,1.035,1.06,3.58,2,14,900,1000,lammps_1.035_0.52_1.06_3.58_2_14_900_1000
0.53,1.035,6.09,1.13,2,9,800,7000,lammps_1.035_0.53_6.09_1.13_2_9_800_7000
0.54,1.035,4.64,3.41,1,13,700,14000,lammps_1.035_0.54_4.64_3.41_1_13_700_14000
0.55,1.035,0.24,0.91,2,5,1300,60000,lammps_1.035_0.55_0.24_0.91_2_5_1300_60000
0.56,1.035,1.98,2.03,1,9,800,3000,lammps_1.035_0.56_1.98_2.03_1_9_800_3000
0.58,1.035,0.01,3.5,1,6,800,1000,lammps_1.035_0.58_0.01_3.50_1_6_800_1000
0.86,1.035,2.53,3.55,1,7,1100,11000,lammps_1.035_0.86_2.53_3.55_1_7_1100_11000
0.68,1.035,2.07,2.38,2,7,700,0,lammps_1.035_0.68_2.07_2.38_2_7_700_0
0.74,1.035,1.67,0.6,3,7,900,3000,lammps_1.035_0.74_1.67_0.60_3_7_900_3000
0.75,1.035,0.77,0.34,2,7,1000,1000,lammps_1.035_0.75_0.77_0.34_2_7_1000_1000
0.81,1.035,4.84,2.27,4,4,1300,71000,lammps_1.035_0.81_4.84_2.27_4_4_1300_71000
0.88,1.035,5.11,1.09,2,2,900,8000,lammps_1.035_0.88_5.11_1.09_2_2_900_8000
0.92,1.035,5.31,0.97,3,2,1100,127000,lammps_1.035_0.92_5.31_0.97_3_2_1100_127000
0.94,1.035,5.54,3.45,3,3,1100,2000,lammps_1.035_0.94_5.54_3.45_3_3_1100_2000
0.47,1.035,4.71,2.92,1,15,900,136000,lammps_1.035_0.47_4.71_2.92_1_15_900_136000
0.62,1.035,0.87,0.08,1,4,1100,188000,lammps_1.035_0.62_0.87_0.08_1_4_1100_188000
0.46,1.035,2.12,2.35,2,7,1000,2000,lammps_1.035_0.46_2.12_2.35_2_7_1000_2000
0.44,1.035,1.59,2.04,1,9,900,2000,lammps_1.035_0.44_1.59_2.04_1_9_900_2000
0.21,1.035,6.32,1.48,2,7,1100,117000,lammps_1.035_0.21_6.32_1.48_2_7_1100_117000
0.45,1.035,1.87,0.81,1,10,900,17000,lammps_1.035_0.45_1.87_0.81_1_10_900_17000
0.0,1.035,3.43,0.91,1,6,1000,108000,lammps_1.035_0.00_3.43_0.91_1_6_1000_108000
0.08,1.035,6.17,0.27,1,6,1200,1000,lammps_1.035_0.08_6.17_0.27_1_6_1200_1000
0.17,1.035,1.1,3.29,3,3,900,15000,lammps_1.035_0.17_1.10_3.29_3_3_900_15000
0.19,1.035,1.24,3.21,3,7,1000,24000,lammps_1.035_0.19_1.24_3.21_3_7_1000_24000
0.25,1.035,7.43,0.49,2,4,800,12000,lammps_1.035_0.25_7.43_0.49_2_4_800_12000
0.27,1.035,2.83,1.02,4,7,1200,76000,lammps_1.035_0.27_2.83_1.02_4_7_1200_76000
0.31,1.035,3.82,0.72,4,2,1200,136000,lammps_1.035_0.31_3.82_0.72_4_2_1200_136000
0.33,1.035,3.28,1.1,1,9,700,1000,lammps_1.035_0.33_3.28_1.10_1_9_700_1000
0.32,1.035,1.06,0.33,1,14,900,259000,lammps_1.035_0.32_1.06_0.33_1_14_900_259000
0.35,1.035,2.77,0.52,1,10,1000,2000,lammps_1.035_0.35_2.77_0.52_1_10_1000_2000
0.36,1.035,2.01,2.39,2,14,600,4000,lammps_1.035_0.36_2.01_2.39_2_14_600_4000
0.37,1.035,0.22,0.3,3,5,1300,3000,lammps_1.035_0.37_0.22_0.30_3_5_1300_3000
0.38,1.035,0.69,0.63,2,6,900,77000,lammps_1.035_0.38_0.69_0.63_2_6_900_77000
0.39,1.035,6.69,0.13,1,14,1200,17000,lammps_1.035_0.39_6.69_0.13_1_14_1200_17000
0.4,1.035,4.0,1.62,1,5,500,16000,lammps_1.035_0.40_4.00_1.62_1_5_500_16000
0.42,1.035,0.42,0.52,4,3,1300,38000,lammps_1.035_0.42_0.42_0.52_4_3_1300_38000
0.43,1.035,0.41,2.05,1,14,1000,214000,lammps_1.035_0.43_0.41_2.05_1_14_1000_214000
0.34,1.035,7.83,2.72,2,8,1300,31000,lammps_1.035_0.34_7.83_2.72_2_8_1300_31000
0.54,1.036,4.55,0.09,1,12,1300,23000,lammps_1.036_0.54_4.55_0.09_1_12_1300_23000
0.56,1.036,2.75,1.38,1,8,1000,102000,lammps_1.036_0.56_2.75_1.38_1_8_1000_102000
0.55,1.036,4.31,3.53,1,11,1100,2000,lammps_1.036_0.55_4.31_3.53_1_11_1100_2000
0.53,1.036,6.34,0.11,2,9,1000,3000,lammps_1.036_0.53_6.34_0.11_2_9_1000_3000
0.46,1.036,0.03,1.7,4,3,1100,65000,lammps_1.036_0.46_0.03_1.70_4_3_1100_65000
0.5,1.036,1.53,0.31,2,4,1000,51000,lammps_1.036_0.50_1.53_0.31_2_4_1000_51000
0.48,1.036,4.61,1.91,2,11,1000,20000,lammps_1.036_0.48_4.61_1.91_2_11_1000_20000
0.47,1.036,0.75,0.39,2,10,1100,43000,lammps_1.036_0.47_0.75_0.39_2_10_1100_43000
0.57,1.036,2.97,1.59,1,7,1100,9000,lammps_1.036_0.57_2.97_1.59_1_7_1100_9000
0.52,1.036,6.38,3.12,2,13,1100,68000,lammps_1.036_0.52_6.38_3.12_2_13_1100_68000
0.58,1.036,5.42,1.17,2,6,700,2000,lammps_1.036_0.58_5.42_1.17_2_6_700_2000
0.93,1.036,0.71,1.91,4,5,1100,5000,lammps_1.036_0.93_0.71_1.91_4_5_1100_5000
0.61,1.036,0.52,2.1,2,7,900,51000,lammps_1.036_0.61_0.52_2.10_2_7_900_51000
0.67,1.036,3.97,2.88,3,2,1300,2000,lammps_1.036_0.67_3.97_2.88_3_2_1300_2000
0.75,1.036,5.89,1.0,4,4,1300,1000,lammps_1.036_0.75_5.89_1.00_4_4_1300_1000
0.79,1.036,2.33,2.32,4,3,1100,3000,lammps_1.036_0.79_2.33_2.32_4_3_1100_3000
0.8,1.036,5.51,2.13,2,5,800,1000,lammps_1.036_0.80_5.51_2.13_2_5_800_1000
0.83,1.036,4.15,2.72,1,6,1100,7000,lammps_1.036_0.83_4.15_2.72_1_6_1100_7000
0.88,1.036,4.98,1.43,4,2,1300,2000,lammps_1.036_0.88_4.98_1.43_4_2_1300_2000
0.9,1.036,0.55,0.51,1,5,1200,13000,lammps_1.036_0.90_0.55_0.51_1_5_1200_13000
0.96,1.036,4.8,0.39,2,6,300,1000,lammps_1.036_0.96_4.80_0.39_2_6_300_1000
0.59,1.036,7.57,2.09,1,11,1000,4000,lammps_1.036_0.59_7.57_2.09_1_11_1000_4000
0.45,1.036,1.92,1.28,1,10,900,76000,lammps_1.036_0.45_1.92_1.28_1_10_900_76000
0.44,1.036,7.49,3.26,1,8,1000,5000,lammps_1.036_0.44_7.49_3.26_1_8_1000_5000
0.43,1.036,0.53,1.52,2,7,1200,24000,lammps_1.036_0.43_0.53_1.52_2_7_1200_24000
0.03,1.036,2.43,3.17,4,5,1100,51000,lammps_1.036_0.03_2.43_3.17_4_5_1100_51000
0.04,1.036,3.32,2.82,2,6,1200,2000,lammps_1.036_0.04_3.32_2.82_2_6_1200_2000
0.12,1.036,7.78,1.02,2,2,1200,203000,lammps_1.036_0.12_7.78_1.02_2_2_1200_203000
0.14,1.036,4.31,1.6,2,7,1100,8000,lammps_1.036_0.14_4.31_1.60_2_7_1100_8000
0.17,1.036,4.41,0.89,1,6,1300,2000,lammps_1.036_0.17_4.41_0.89_1_6_1300_2000
0.25,1.036,2.54,2.61,1,4,1000,58000,lammps_1.036_0.25_2.54_2.61_1_4_1000_58000
0.29,1.036,6.11,3.18,1,7,1200,145000,lammps_1.036_0.29_6.11_3.18_1_7_1200_145000
0.3,1.036,3.63,3.22,2,5,900,155000,lammps_1.036_0.30_3.63_3.22_2_5_900_155000
0.31,1.036,5.43,1.49,1,8,900,172000,lammps_1.036_0.31_5.43_1.49_1_8_900_172000
0.32,1.036,6.66,1.47,1,11,1200,7000,lammps_1.036_0.32_6.66_1.47_1_11_1200_7000
0.0,1.036,2.06,0.25,2,3,1000,15000,lammps_1.036_0.00_2.06_0.25_2_3_1000_15000
0.34,1.036,4.64,1.16,2,11,1000,28000,lammps_1.036_0.34_4.64_1.16_2_11_1000_28000
0.35,1.036,0.94,0.52,2,5,1200,218000,lammps_1.036_0.35_0.94_0.52_2_5_1200_218000
0.36,1.036,2.01,0.64,2,7,1000,26000,lammps_1.036_0.36_2.01_0.64_2_7_1000_26000
0.37,1.036,1.1,0.15,1,15,1200,2000,lammps_1.036_0.37_1.10_0.15_1_15_1200_2000
0.38,1.036,5.6,0.1,2,2,1200,19000,lammps_1.036_0.38_5.60_0.10_2_2_1200_19000
0.39,1.036,4.05,1.2,1,9,1300,2000,lammps_1.036_0.39_4.05_1.20_1_9_1300_2000
0.4,1.036,6.18,1.1,1,5,300,14000,lammps_1.036_0.40_6.18_1.10_1_5_300_14000
0.41,1.036,3.36,1.66,1,11,1100,280000,lammps_1.036_0.41_3.36_1.66_1_11_1100_280000
0.42,1.036,8.08,0.85,1,13,1000,73000,lammps_1.036_0.42_8.08_0.85_1_13_1000_73000
0.33,1.036,7.13,0.0,2,9,1300,1000,lammps_1.036_0.33_7.13_0.00_2_9_1300_1000
0.54,1.037,4.77,0.86,1,13,1100,58000,lammps_1.037_0.54_4.77_0.86_1_13_1100_58000
0.53,1.037,0.59,3.04,1,15,1000,18000,lammps_1.037_0.53_0.59_3.04_1_15_1000_18000
0.52,1.037,4.33,1.57,3,7,1000,9000,lammps_1.037_0.52_4.33_1.57_3_7_1000_9000
0.45,1.037,1.71,0.41,2,5,1200,26000,lammps_1.037_0.45_1.71_0.41_2_5_1200_26000
0.48,1.037,4.07,2.56,2,14,1000,202000,lammps_1.037_0.48_4.07_2.56_2_14_1000_202000
0.47,1.037,3.0,2.9,1,15,1000,29000,lammps_1.037_0.47_3.00_2.90_1_15_1000_29000
0.46,1.037,2.49,3.53,3,4,800,4000,lammps_1.037_0.46_2.49_3.53_3_4_800_4000
0.55,1.037,6.77,0.15,2,5,1200,22000,lammps_1.037_0.55_6.77_0.15_2_5_1200_22000
