n,Egb,dx,dy,rx,ry,T,steps,f
0.0,1.068,2.19,0.44,2,1,900,49000,lammps_1.068_0.00_2.19_0.44_2_1_900_49000
0.08,1.068,1.83,3.26,4,3,1100,10000,lammps_1.068_0.08_1.83_3.26_4_3_1100_10000
0.17,1.068,5.1,2.42,3,4,1200,7000,lammps_1.068_0.17_5.10_2.42_3_4_1200_7000
0.25,1.068,2.56,3.38,1,6,1300,1000,lammps_1.068_0.25_2.56_3.38_1_6_1300_1000
0.3,1.068,4.02,0.97,1,5,1200,1000,lammps_1.068_0.30_4.02_0.97_1_5_1200_1000
0.19,1.068,5.5,2.34,4,6,1300,2000,lammps_1.068_0.19_5.50_2.34_4_6_1300_2000
0.33,1.068,5.5,0.87,1,12,700,1000,lammps_1.068_0.33_5.50_0.87_1_12_700_1000
0.35,1.068,5.11,3.48,2,5,1000,165000,lammps_1.068_0.35_5.11_3.48_2_5_1000_165000
0.36,1.068,0.76,1.46,2,14,1300,99000,lammps_1.068_0.36_0.76_1.46_2_14_1300_99000
0.38,1.068,3.87,2.99,1,4,1300,4000,lammps_1.068_0.38_3.87_2.99_1_4_1300_4000
0.39,1.068,3.64,0.26,1,9,1300,17000,lammps_1.068_0.39_3.64_0.26_1_9_1300_17000
0.31,1.068,6.46,1.84,1,8,1100,22000,lammps_1.068_0.31_6.46_1.84_1_8_1100_22000
0.43,1.069,3.92,1.34,2,14,1100,75000,lammps_1.069_0.43_3.92_1.34_2_14_1100_75000
0.4,1.069,4.23,3.18,3,5,1100,4000,lammps_1.069_0.40_4.23_3.18_3_5_1100_4000
0.41,1.069,0.97,2.23,1,11,800,4000,lammps_1.069_0.41_0.97_2.23_1_11_800_4000
0.42,1.069,7.69,3.27,1,13,1200,18000,lammps_1.069_0.42_7.69_3.27_1_13_1200_18000
0.45,1.069,2.13,2.7,1,11,1300,7000,lammps_1.069_0.45_2.13_2.70_1_11_1300_7000
0.39,1.069,6.83,0.14,1,9,900,184000,lammps_1.069_0.39_6.83_0.14_1_9_900_184000
0.5,1.069,7.95,2.89,4,1,1300,32000,lammps_1.069_0.50_7.95_2.89_4_1_1300_32000
0.53,1.069,4.47,1.78,1,15,1200,271000,lammps_1.069_0.53_4.47_1.78_1_15_1200_271000
0.71,1.069,7.32,0.77,4,6,1100,6000,lammps_1.069_0.71_7.32_0.77_4_6_1100_6000
0.72,1.069,7.47,2.63,4,4,1200,206000,lammps_1.069_0.72_7.47_2.63_4_4_1200_206000
0.97,1.069,6.83,1.36,4,4,1300,41000,lammps_1.069_0.97_6.83_1.36_4_4_1300_41000
0.48,1.069,3.65,2.0,2,13,1300,102000,lammps_1.069_0.48_3.65_2.00_2_13_1300_102000
0.38,1.069,7.7,2.78,1,8,1100,1000,lammps_1.069_0.38_7.70_2.78_1_8_1100_1000
0.25,1.069,2.37,2.45,2,2,1000,3000,lammps_1.069_0.25_2.37_2.45_2_2_1000_3000
0.34,1.069,1.97,3.36,4,4,1300,6000,lammps_1.069_0.34_1.97_3.36_4_4_1300_6000
0.0,1.069,6.72,0.55,4,3,1200,186000,lammps_1.069_0.00_6.72_0.55_4_3_1200_186000
0.12,1.069,0.88,0.21,4,2,1300,8000,lammps_1.069_0.12_0.88_0.21_4_2_1300_8000
0.14,1.069,1.09,2.01,4,7,1300,67000,lammps_1.069_0.14_1.09_2.01_4_7_1300_67000
0.17,1.069,6.44,2.79,3,3,1300,3000,lammps_1.069_0.17_6.44_2.79_3_3_1300_3000
0.2,1.069,5.72,2.3,2,5,1200,3000,lammps_1.069_0.20_5.72_2.30_2_5_1200_3000
0.03,1.069,2.06,1.26,4,5,1100,293000,lammps_1.069_0.03_2.06_1.26_4_5_1100_293000
0.36,1.069,0.89,1.21,2,14,1300,4000,lammps_1.069_0.36_0.89_1.21_2_14_1300_4000
0.29,1.069,6.72,1.84,1,7,1000,27000,lammps_1.069_0.29_6.72_1.84_1_7_1000_27000
0.31,1.069,6.1,0.83,1,8,1300,2000,lammps_1.069_0.31_6.10_0.83_1_8_1300_2000
0.32,1.069,6.08,2.26,1,11,900,22000,lammps_1.069_0.32_6.08_2.26_1_11_900_22000
0.33,1.069,0.04,0.8,1,3,1300,30000,lammps_1.069_0.33_0.04_0.80_1_3_1300_30000
0.21,1.069,5.3,1.05,2,7,1000,3000,lammps_1.069_0.21_5.30_1.05_2_7_1000_3000
0.5,1.07,0.3,1.96,2,2,1300,183000,lammps_1.070_0.50_0.30_1.96_2_2_1300_183000
0.83,1.07,7.22,2.03,1,6,1200,3000,lammps_1.070_0.83_7.22_2.03_1_6_1200_3000
0.8,1.07,4.29,0.59,4,5,1300,77000,lammps_1.070_0.80_4.29_0.59_4_5_1300_77000
0.78,1.07,7.19,1.86,4,4,1300,83000,lammps_1.070_0.78_7.19_1.86_4_4_1300_83000
0.62,1.07,1.69,2.33,1,4,1300,236000,lammps_1.070_0.62_1.69_2.33_1_4_1300_236000
0.58,1.07,5.19,2.48,2,3,1100,12000,lammps_1.070_0.58_5.19_2.48_2_3_1100_12000
0.56,1.07,4.6,3.51,2,4,1200,72000,lammps_1.070_0.56_4.60_3.51_2_4_1200_72000
0.55,1.07,4.84,0.94,2,11,1200,26000,lammps_1.070_0.55_4.84_0.94_2_11_1200_26000
0.52,1.07,4.62,1.71,2,15,1300,8000,lammps_1.070_0.52_4.62_1.71_2_15_1300_8000
0.44,1.07,7.67,1.58,2,4,1300,7000,lammps_1.070_0.44_7.67_1.58_2_4_1300_7000
0.46,1.07,1.7,1.99,2,7,1000,33000,lammps_1.070_0.46_1.70_1.99_2_7_1000_33000
0.1,1.07,4.24,1.7,1,5,1100,95000,lammps_1.070_0.10_4.24_1.70_1_5_1100_95000
0.42,1.07,6.66,1.6,2,3,800,16000,lammps_1.070_0.42_6.66_1.60_2_3_800_16000
0.39,1.07,5.59,0.48,1,9,300,2000,lammps_1.070_0.39_5.59_0.48_1_9_300_2000
0.36,1.07,4.45,2.85,1,14,1100,3000,lammps_1.070_0.36_4.45_2.85_1_14_1100_3000
0.35,1.07,5.67,2.26,1,10,1200,2000,lammps_1.070_0.35_5.67_2.26_1_10_1200_2000
0.33,1.07,2.88,0.8,2,3,1000,39000,lammps_1.070_0.33_2.88_0.80_2_3_1000_39000
0.25,1.07,2.84,1.98,4,1,300,3000,lammps_1.070_0.25_2.84_1.98_4_1_300_3000
0.17,1.07,0.39,3.48,3,5,1200,218000,lammps_1.070_0.17_0.39_3.48_3_5_1200_218000
0.0,1.07,4.86,1.38,2,1,1000,69000,lammps_1.070_0.00_4.86_1.38_2_1_1000_69000
0.43,1.07,1.11,0.79,2,11,1000,185000,lammps_1.070_0.43_1.11_0.79_2_11_1000_185000
0.5,1.071,1.8,2.53,3,4,1100,20000,lammps_1.071_0.50_1.80_2.53_3_4_1100_20000
0.47,1.071,4.96,2.95,2,9,1100,26000,lammps_1.071_0.47_4.96_2.95_2_9_1100_26000
0.44,1.071,5.65,2.51,2,4,900,261000,lammps_1.071_0.44_5.65_2.51_2_4_900_261000
0.45,1.071,0.35,0.72,1,10,1200,4000,lammps_1.071_0.45_0.35_0.72_1_10_1200_4000
0.54,1.071,0.95,2.14,1,13,1300,4000,lammps_1.071_0.54_0.95_2.14_1_13_1300_4000
0.46,1.071,6.53,1.81,2,7,1200,3000,lammps_1.071_0.46_6.53_1.81_2_7_1200_3000
0.56,1.071,5.63,0.85,2,4,1000,2000,lammps_1.071_0.56_5.63_0.85_2_4_1000_2000
0.81,1.071,4.35,0.61,4,2,1200,131000,lammps_1.071_0.81_4.35_0.61_4_2_1200_131000
0.58,1.071,1.25,3.3,2,3,1000,63000,lammps_1.071_0.58_1.25_3.30_2_3_1000_63000
0.59,1.071,3.7,1.16,1,11,1200,20000,lammps_1.071_0.59_3.70_1.16_1_11_1200_20000
0.62,1.071,0.64,2.33,2,2,1300,93000,lammps_1.071_0.62_0.64_2.33_2_2_1300_93000
0.92,1.071,0.67,1.65,3,6,1200,29000,lammps_1.071_0.92_0.67_1.65_3_6_1200_29000
0.96,1.071,5.14,0.15,2,7,1200,82000,lammps_1.071_0.96_5.14_0.15_2_7_1200_82000
0.57,1.071,1.94,0.93,1,15,1300,49000,lammps_1.071_0.57_1.94_0.93_1_15_1300_49000
0.42,1.071,2.38,1.31,2,6,1300,204000,lammps_1.071_0.42_2.38_1.31_2_6_1300_204000
0.17,1.071,2.48,0.78,4,3,1300,37000,lammps_1.071_0.17_2.48_0.78_4_3_1300_37000
0.39,1.071,4.07,1.76,1,9,1200,235000,lammps_1.071_0.39_4.07_1.76_1_9_1200_235000
0.4,1.071,5.72,0.7,1,5,1200,10000,lammps_1.071_0.40_5.72_0.70_1_5_1200_10000
0.1,1.071,2.61,0.56,3,5,1100,23000,lammps_1.071_0.10_2.61_0.56_3_5_1100_23000
0.12,1.071,0.16,2.33,4,1,1200,84000,lammps_1.071_0.12_0.16_2.33_4_1_1200_84000
0.14,1.071,6.76,2.52,3,7,1200,2000,lammps_1.071_0.14_6.76_2.52_3_7_1200_2000
0.25,1.071,0.86,1.28,4,1,400,112000,lammps_1.071_0.25_0.86_1.28_4_1_400_112000
0.29,1.071,6.66,1.38,3,4,1200,59000,lammps_1.071_0.29_6.66_1.38_3_4_1200_59000
0.0,1.071,2.06,0.53,1,3,1200,4000,lammps_1.071_0.00_2.06_0.53_1_3_1200_4000
0.31,1.071,2.5,0.51,2,4,1200,258000,lammps_1.071_0.31_2.50_0.51_2_4_1200_258000
0.32,1.071,6.35,3.13,2,7,1300,1000,lammps_1.071_0.32_6.35_3.13_2_7_1300_1000
0.33,1.071,3.29,1.03,3,2,1100,10000,lammps_1.071_0.33_3.29_1.03_3_2_1100_10000
0.34,1.071,0.54,2.93,2,8,1300,58000,lammps_1.071_0.34_0.54_2.93_2_8_1300_58000
0.38,1.071,2.13,1.65,1,12,1100,81000,lammps_1.071_0.38_2.13_1.65_1_12_1100_81000
0.3,1.071,5.36,0.04,2,5,1100,172000,lammps_1.071_0.30_5.36_0.04_2_5_1100_172000
0.42,1.072,4.88,1.79,2,10,1100,1000,lammps_1.072_0.42_4.88_1.79_2_10_1100_1000
0.43,1.072,3.74,1.66,1,7,1000,42000,lammps_1.072_0.43_3.74_1.66_1_7_1000_42000
0.44,1.072,6.51,0.56,2,9,1100,22000,lammps_1.072_0.44_6.51_0.56_2_9_1100_22000
0.45,1.072,2.75,0.14,2,15,1300,37000,lammps_1.072_0.45_2.75_0.14_2_15_1300_37000
0.46,1.072,6.88,1.58,2,6,1000,175000,lammps_1.072_0.46_6.88_1.58_2_6_1000_175000
0.53,1.072,7.32,3.26,1,15,1000,1000,lammps_1.072_0.53_7.32_3.26_1_15_1000_1000
0.5,1.072,1.94,1.12,1,12,1300,5000,lammps_1.072_0.50_1.94_1.12_1_12_1300_5000
0.56,1.072,2.52,0.65,2,4,900,2000,lammps_1.072_0.56_2.52_0.65_2_4_900_2000
0.57,1.072,6.92,3.13,1,15,900,22000,lammps_1.072_0.57_6.92_3.13_1_15_900_22000
0.69,1.072,4.55,1.68,4,4,1200,34000,lammps_1.072_0.69_4.55_1.68_4_4_1200_34000
0.4,1.072,3.89,1.82,1,10,1300,119000,lammps_1.072_0.40_3.89_1.82_1_10_1300_119000
0.8,1.072,6.48,3.56,1,5,1000,4000,lammps_1.072_0.80_6.48_3.56_1_5_1000_4000
0.39,1.072,7.29,0.46,1,9,1300,10000,lammps_1.072_0.39_7.29_0.46_1_9_1300_10000
0.47,1.072,6.81,0.41,1,15,600,1000,lammps_1.072_0.47_6.81_0.41_1_15_600_1000
0.36,1.072,4.87,2.64,1,11,900,2000,lammps_1.072_0.36_4.87_2.64_1_11_900_2000
0.38,1.072,2.86,2.63,1,8,1000,11000,lammps_1.072_0.38_2.86_2.63_1_8_1000_11000
0.0,1.072,1.04,0.3,1,5,1100,1000,lammps_1.072_0.00_1.04_0.30_1_5_1100_1000
0.12,1.072,4.65,2.17,2,2,1300,4000,lammps_1.072_0.12_4.65_2.17_2_2_1300_4000
0.16,1.072,5.48,0.17,4,7,1300,1000,lammps_1.072_0.16_5.48_0.17_4_7_1300_1000
0.22,1.072,7.73,0.43,3,6,800,4000,lammps_1.072_0.22_7.73_0.43_3_6_800_4000
0.17,1.072,0.21,0.64,3,3,1200,3000,lammps_1.072_0.17_0.21_0.64_3_3_1200_3000
0.29,1.072,0.29,0.23,2,7,1100,14000,lammps_1.072_0.29_0.29_0.23_2_7_1100_14000
0.3,1.072,2.79,0.94,1,5,1200,3000,lammps_1.072_0.30_2.79_0.94_1_5_1200_3000
0.31,1.072,2.21,2.32,2,4,1000,4000,lammps_1.072_0.31_2.21_2.32_2_4_1000_4000
0.33,1.072,1.51,1.43,2,3,1200,22000,lammps_1.072_0.33_1.51_1.43_2_3_1200_22000
0.35,1.072,3.52,0.18,2,13,1300,9000,lammps_1.072_0.35_3.52_0.18_2_13_1300_9000
0.23,1.072,5.71,3.0,3,5,1200,4000,lammps_1.072_0.23_5.71_3.00_3_5_1200_4000
0.45,1.073,7.24,2.73,1,11,1100,1000,lammps_1.073_0.45_7.24_2.73_1_11_1100_1000
0.42,1.073,1.02,1.66,2,3,1000,6000,lammps_1.073_0.42_1.02_1.66_2_3_1000_6000
0.43,1.073,2.46,0.5,1,7,1100,151000,lammps_1.073_0.43_2.46_0.50_1_7_1100_151000
0.44,1.073,0.91,0.44,2,4,1000,5000,lammps_1.073_0.44_0.91_0.44_2_4_1000_5000
0.5,1.073,1.04,1.33,1,3,700,71000,lammps_1.073_0.50_1.04_1.33_1_3_700_71000
0.92,1.073,2.29,2.86,2,6,1200,11000,lammps_1.073_0.92_2.29_2.86_2_6_1200_11000
0.55,1.073,4.12,2.03,2,5,1300,215000,lammps_1.073_0.55_4.12_2.03_2_5_1300_215000
0.63,1.073,7.82,1.86,3,5,1200,41000,lammps_1.073_0.63_7.82_1.86_3_5_1200_41000
0.67,1.073,3.05,0.46,2,3,1300,2000,lammps_1.073_0.67_3.05_0.46_2_3_1300_2000
0.88,1.073,5.74,1.52,4,1,1200,4000,lammps_1.073_0.88_5.74_1.52_4_1_1200_4000
0.53,1.073,5.27,2.27,3,5,1100,5000,lammps_1.073_0.53_5.27_2.27_3_5_1100_5000
0.41,1.073,1.62,1.73,2,8,1100,54000,lammps_1.073_0.41_1.62_1.73_2_8_1100_54000
0.35,1.073,1.26,1.21,2,5,1100,10000,lammps_1.073_0.35_1.26_1.21_2_5_1100_10000
0.38,1.073,2.41,1.67,4,1,600,18000,lammps_1.073_0.38_2.41_1.67_4_1_600_18000
0.4,1.073,0.64,1.44,1,5,1100,49000,lammps_1.073_0.40_0.64_1.44_1_5_1100_49000
0.11,1.073,7.23,0.67,3,6,1100,52000,lammps_1.073_0.11_7.23_0.67_3_6_1100_52000
0.22,1.073,0.12,1.63,3,3,1200,94000,lammps_1.073_0.22_0.12_1.63_3_3_1200_94000
0.25,1.073,6.42,0.08,4,1,700,70000,lammps_1.073_0.25_6.42_0.08_4_1_700_70000
0.28,1.073,0.14,0.38,3,3,1100,23000,lammps_1.073_0.28_0.14_0.38_3_3_1100_23000
0.03,1.073,7.39,3.18,4,5,1300,12000,lammps_1.073_0.03_7.39_3.18_4_5_1300_12000
0.3,1.073,5.43,3.14,1,5,1200,5000,lammps_1.073_0.30_5.43_3.14_1_5_1200_5000
0.32,1.073,2.94,1.55,1,11,1300,110000,lammps_1.073_0.32_2.94_1.55_1_11_1300_110000
0.33,1.073,2.55,3.18,2,3,1200,4000,lammps_1.073_0.33_2.55_3.18_2_3_1200_4000
0.34,1.073,6.86,2.34,4,4,1300,51000,lammps_1.073_0.34_6.86_2.34_4_4_1300_51000
0.29,1.073,1.27,3.02,1,7,1300,70000,lammps_1.073_0.29_1.27_3.02_1_7_1300_70000
0.92,1.074,3.62,0.89,1,6,1100,36000,lammps_1.074_0.92_3.62_0.89_1_6_1100_36000
0.57,1.074,3.42,0.94,2,15,1300,221000,lammps_1.074_0.57_3.42_0.94_2_15_1300_221000
0.5,1.074,7.07,0.92,1,4,1100,71000,lammps_1.074_0.50_7.07_0.92_1_4_1100_71000
0.48,1.074,4.28,1.46,2,12,1200,292000,lammps_1.074_0.48_4.28_1.46_2_12_1200_292000
0.47,1.074,7.17,2.44,1,15,1000,8000,lammps_1.074_0.47_7.17_2.44_1_15_1000_8000
0.43,1.074,5.21,3.45,1,15,1100,3000,lammps_1.074_0.43_5.21_3.45_1_15_1100_3000
0.42,1.074,3.34,0.72,2,9,1200,5000,lammps_1.074_0.42_3.34_0.72_2_9_1200_5000
0.39,1.074,6.85,0.13,1,9,1300,126000,lammps_1.074_0.39_6.85_0.13_1_9_1300_126000
0.38,1.074,2.03,0.69,1,8,1200,19000,lammps_1.074_0.38_2.03_0.69_1_8_1200_19000
0.31,1.074,3.19,0.32,2,4,1100,4000,lammps_1.074_0.31_3.19_0.32_2_4_1100_4000
0.33,1.074,1.58,0.65,1,6,1300,4000,lammps_1.074_0.33_1.58_0.65_1_6_1300_4000
0.0,1.074,4.18,2.14,1,3,1200,41000,lammps_1.074_0.00_4.18_2.14_1_3_1200_41000
0.07,1.074,1.93,0.06,4,7,1300,32000,lammps_1.074_0.07_1.93_0.06_4_7_1300_32000
0.17,1.074,2.18,3.23,4,5,1200,207000,lammps_1.074_0.17_2.18_3.23_4_5_1200_207000
0.35,1.074,2.16,0.87,2,5,1300,2000,lammps_1.074_0.35_2.16_0.87_2_5_1300_2000
0.22,1.074,2.09,0.54,3,3,1200,16000,lammps_1.074_0.22_2.09_0.54_3_3_1200_16000
0.23,1.074,4.67,0.26,4,5,1100,2000,lammps_1.074_0.23_4.67_0.26_4_5_1100_2000
0.25,1.074,0.25,0.18,1,2,1200,81000,lammps_1.074_0.25_0.25_0.18_1_2_1200_81000
0.2,1.074,0.64,3.04,3,5,1100,285000,lammps_1.074_0.20_0.64_3.04_3_5_1100_285000
0.98,1.075,0.33,1.18,4,6,1300,11000,lammps_1.075_0.98_0.33_1.18_4_6_1300_11000
0.96,1.075,2.98,1.73,4,3,1100,8000,lammps_1.075_0.96_2.98_1.73_4_3_1100_8000
0.45,1.075,4.7,3.52,1,10,1200,42000,lammps_1.075_0.45_4.70_3.52_1_10_1200_42000
0.58,1.075,6.05,1.18,3,6,1200,14000,lammps_1.075_0.58_6.05_1.18_3_6_1200_14000
0.57,1.075,3.13,2.74,1,15,1300,17000,lammps_1.075_0.57_3.13_2.74_1_15_1300_17000
0.56,1.075,6.85,2.78,4,2,1200,3000,lammps_1.075_0.56_6.85_2.78_4_2_1200_3000
0.55,1.075,4.18,0.8,1,10,1300,79000,lammps_1.075_0.55_4.18_0.80_1_10_1300_79000
0.54,1.075,2.89,1.96,2,7,1300,120000,lammps_1.075_0.54_2.89_1.96_2_7_1300_120000
0.52,1.075,2.44,1.0,2,15,500,5000,lammps_1.075_0.52_2.44_1.00_2_15_500_5000
0.5,1.075,3.38,3.23,1,4,1200,1000,lammps_1.075_0.50_3.38_3.23_1_4_1200_1000
0.47,1.075,4.65,1.47,3,6,1200,183000,lammps_1.075_0.47_4.65_1.47_3_6_1200_183000
0.83,1.075,3.28,1.69,3,5,1300,5000,lammps_1.075_0.83_3.28_1.69_3_5_1300_5000
0.44,1.075,2.81,0.28,2,12,1300,9000,lammps_1.075_0.44_2.81_0.28_2_12_1300_9000
0.42,1.075,3.9,2.65,2,6,1100,65000,lammps_1.075_0.42_3.90_2.65_2_6_1100_65000
0.43,1.075,7.91,2.58,1,7,1100,69000,lammps_1.075_0.43_7.91_2.58_1_7_1100_69000
0.04,1.075,1.66,0.93,3,4,1300,112000,lammps_1.075_0.04_1.66_0.93_3_4_1300_112000
0.06,1.075,7.0,2.14,2,4,1200,9000,lammps_1.075_0.06_7.00_2.14_2_4_1200_9000
0.14,1.075,2.96,1.66,1,7,1300,4000,lammps_1.075_0.14_2.96_1.66_1_7_1300_4000
0.25,1.075,6.46,3.17,2,2,1100,29000,lammps_1.075_0.25_6.46_3.17_2_2_1100_29000
0.0,1.075,4.11,3.15,1,5,1100,4000,lammps_1.075_0.00_4.11_3.15_1_5_1100_4000
0.33,1.075,6.57,2.75,3,2,1100,7000,lammps_1.075_0.33_6.57_2.75_3_2_1100_7000
0.38,1.075,1.21,2.47,2,2,1200,7000,lammps_1.075_0.38_1.21_2.47_2_2_1200_7000
0.4,1.075,1.59,1.1,1,5,900,21000,lammps_1.075_0.40_1.59_1.10_1_5_900_21000
0.41,1.075,6.64,1.64,1,11,1200,51000,lammps_1.075_0.41_6.64_1.64_1_11_1200_51000
0.31,1.075,7.32,2.86,2,4,1300,1000,lammps_1.075_0.31_7.32_2.86_2_4_1300_1000
0.5,1.076,5.88,2.8,1,4,300,8000,lammps_1.076_0.50_5.88_2.80_1_4_300_8000
0.7,1.076,3.53,0.84,1,5,1300,13000,lammps_1.076_0.70_3.53_0.84_1_5_1300_13000
0.61,1.076,5.19,0.25,3,3,1200,7000,lammps_1.076_0.61_5.19_0.25_3_3_1200_7000
0.58,1.076,6.04,2.12,1,12,1300,131000,lammps_1.076_0.58_6.04_2.12_1_12_1300_131000
0.57,1.076,2.09,0.66,4,5,500,1000,lammps_1.076_0.57_2.09_0.66_4_5_500_1000
0.56,1.076,1.17,2.67,4,2,1300,4000,lammps_1.076_0.56_1.17_2.67_4_2_1300_4000
0.55,1.076,6.25,3.34,1,10,1200,230000,lammps_1.076_0.55_6.25_3.34_1_10_1200_230000
0.83,1.076,4.76,0.96,3,6,1300,153000,lammps_1.076_0.83_4.76_0.96_3_6_1300_153000
0.54,1.076,6.6,3.09,2,6,1200,38000,lammps_1.076_0.54_6.60_3.09_2_6_1200_38000
0.46,1.076,1.06,0.46,2,7,1200,219000,lammps_1.076_0.46_1.06_0.46_2_7_1200_219000
0.34,1.076,7.28,1.51,2,8,1200,37000,lammps_1.076_0.34_7.28_1.51_2_8_1200_37000
0.4,1.076,6.0,0.74,1,5,900,27000,lammps_1.076_0.40_6.00_0.74_1_5_900_27000
0.37,1.076,7.92,1.05,3,5,1100,77000,lammps_1.076_0.37_7.92_1.05_3_5_1100_77000
0.33,1.076,0.2,0.04,1,12,800,19000,lammps_1.076_0.33_0.20_0.04_1_12_800_19000
0.32,1.076,1.41,2.09,2,7,1100,61000,lammps_1.076_0.32_1.41_2.09_2_7_1100_61000
0.29,1.076,5.27,2.92,1,7,1200,3000,lammps_1.076_0.29_5.27_2.92_1_7_1200_3000
0.25,1.076,0.83,3.55,2,5,1200,12000,lammps_1.076_0.25_0.83_3.55_2_5_1200_12000
0.17,1.076,2.11,3.61,1,6,1000,1000,lammps_1.076_0.17_2.11_3.61_1_6_1000_1000
0.0,1.076,0.8,3.49,4,2,1000,3000,lammps_1.076_0.00_0.80_3.49_4_2_1000_3000
0.43,1.076,5.54,2.49,2,15,1200,31000,lammps_1.076_0.43_5.54_2.49_2_15_1200_31000
0.43,1.077,1.76,0.95,1,15,1000,80000,lammps_1.077_0.43_1.76_0.95_1_15_1000_80000
0.44,1.077,2.3,0.85,2,9,1300,15000,lammps_1.077_0.44_2.30_0.85_2_9_1300_15000
0.45,1.077,0.66,2.58,1,11,1200,186000,lammps_1.077_0.45_0.66_2.58_1_11_1200_186000
0.5,1.077,1.67,1.19,2,3,1100,4000,lammps_1.077_0.50_1.67_1.19_2_3_1100_4000
0.54,1.077,7.2,1.24,2,14,1200,119000,lammps_1.077_0.54_7.20_1.24_2_14_1200_119000
0.75,1.077,5.25,2.59,3,2,1300,2000,lammps_1.077_0.75_5.25_2.59_3_2_1300_2000
0.57,1.077,1.56,2.64,1,7,1200,30000,lammps_1.077_0.57_1.56_2.64_1_7_1200_30000
0.59,1.077,6.33,1.97,1,11,1100,252000,lammps_1.077_0.59_6.33_1.97_1_11_1100_252000
0.67,1.077,1.19,1.58,3,1,1100,21000,lammps_1.077_0.67_1.19_1.58_3_1_1100_21000
0.42,1.077,2.54,2.16,2,15,900,0,lammps_1.077_0.42_2.54_2.16_2_15_900_0
0.88,1.077,7.42,2.37,4,3,1200,260000,lammps_1.077_0.88_7.42_2.37_4_3_1200_260000
0.55,1.077,1.73,3.39,2,15,1200,2000,lammps_1.077_0.55_1.73_3.39_2_15_1200_2000
0.4,1.077,5.04,2.0,1,15,1300,2000,lammps_1.077_0.40_5.04_2.00_1_15_1300_2000
0.41,1.077,2.51,2.36,1,11,900,9000,lammps_1.077_0.41_2.51_2.36_1_11_900_9000
0.37,1.077,1.95,1.69,2,13,1000,1000,lammps_1.077_0.37_1.95_1.69_2_13_1000_1000
0.38,1.077,2.19,1.59,2,2,1300,209000,lammps_1.077_0.38_2.19_1.59_2_2_1300_209000
0.08,1.077,6.83,2.42,4,6,1000,8000,lammps_1.077_0.08_6.83_2.42_4_6_1000_8000
0.12,1.077,0.51,2.18,2,2,1100,191000,lammps_1.077_0.12_0.51_2.18_2_2_1100_191000
0.17,1.077,0.72,1.6,1,3,900,32000,lammps_1.077_0.17_0.72_1.60_1_3_900_32000
0.18,1.077,2.4,2.29,2,7,1100,54000,lammps_1.077_0.18_2.40_2.29_2_7_1100_54000
0.2,1.077,5.01,3.22,4,5,1000,38000,lammps_1.077_0.20_5.01_3.22_4_5_1000_38000
0.0,1.077,1.45,0.86,2,2,1200,38000,lammps_1.077_0.00_1.45_0.86_2_2_1200_38000
0.31,1.077,7.99,0.68,2,4,1200,8000,lammps_1.077_0.31_7.99_0.68_2_4_1200_8000
0.32,1.077,5.82,1.79,2,7,1300,2000,lammps_1.077_0.32_5.82_1.79_2_7_1300_2000
0.33,1.077,5.96,0.45,2,3,1200,126000,lammps_1.077_0.33_5.96_0.45_2_3_1200_126000
0.35,1.077,7.14,1.15,1,10,1000,97000,lammps_1.077_0.35_7.14_1.15_1_10_1000_97000
0.36,1.077,3.64,1.4,1,7,1300,13000,lammps_1.077_0.36_3.64_1.40_1_7_1300_13000
0.25,1.077,3.95,2.77,1,2,1000,1000,lammps_1.077_0.25_3.95_2.77_1_2_1000_1000
0.43,1.078,7.09,2.61,2,15,1300,7000,lammps_1.078_0.43_7.09_2.61_2_15_1300_7000
0.44,1.078,4.34,3.16,1,8,1300,16000,lammps_1.078_0.44_4.34_3.16_1_8_1300_16000
0.45,1.078,6.32,1.6,2,11,1300,50000,lammps_1.078_0.45_6.32_1.60_2_11_1300_50000
0.47,1.078,3.95,1.91,2,15,1300,29000,lammps_1.078_0.47_3.95_1.91_2_15_1300_29000
0.5,1.078,6.14,1.3,4,1,1000,65000,lammps_1.078_0.50_6.14_1.30_4_1_1000_65000
0.57,1.078,6.29,2.75,1,14,400,1000,lammps_1.078_0.57_6.29_2.75_1_14_400_1000
0.56,1.078,6.27,3.48,2,12,1300,1000,lammps_1.078_0.56_6.27_3.48_2_12_1300_1000
0.62,1.078,1.12,0.31,1,4,1100,33000,lammps_1.078_0.62_1.12_0.31_1_4_1100_33000
0.93,1.078,4.51,1.99,3,5,1200,1000,lammps_1.078_0.93_4.51_1.99_3_5_1200_1000
0.96,1.078,3.96,2.36,2,6,1200,35000,lammps_1.078_0.96_3.96_2.36_2_6_1200_35000
0.42,1.078,4.75,1.37,1,6,900,115000,lammps_1.078_0.42_4.75_1.37_1_6_900_115000
0.53,1.078,6.58,2.28,1,15,1000,6000,lammps_1.078_0.53_6.58_2.28_1_15_1000_6000
0.4,1.078,7.07,2.73,1,15,1300,8000,lammps_1.078_0.40_7.07_2.73_1_15_1300_8000
0.19,1.078,4.49,1.16,3,6,1200,11000,lammps_1.078_0.19_4.49_1.16_3_6_1200_11000
0.38,1.078,0.91,2.38,4,7,1200,2000,lammps_1.078_0.38_0.91_2.38_4_7_1200_2000
0.39,1.078,3.17,2.11,1,9,600,3000,lammps_1.078_0.39_3.17_2.11_1_9_600_3000
