n,Egb
0.39,2.616
0.06,2.616
0.07,2.616
0.1,2.616
0.11,2.616
0.12,2.616
0.15,2.616
0.16,2.616
0.05,2.616
0.19,2.616
0.17,2.616
0.35,2.616
0.31,2.616
0.26,2.616
0.33,2.616
0.23,2.616
0.22,2.616
0.21,2.616
0.2,2.616
0.25,2.616
0.66,2.617
0.56,2.617
0.58,2.617
0.6,2.617
0.62,2.617
0.64,2.617
0.67,2.617
0.8,2.617
0.7,2.617
0.71,2.617
0.75,2.617
0.78,2.617
0.89,2.617
0.9,2.617
0.54,2.617
0.69,2.617
0.5,2.617
0.77,2.617
0.41,2.617
0.0,2.617
0.03,2.617
0.04,2.617
0.07,2.617
0.1,2.617
0.12,2.617
0.14,2.617
0.16,2.617
0.43,2.617
0.2,2.617
0.25,2.617
0.28,2.617
0.31,2.617
0.33,2.617
0.37,2.617
0.4,2.617
0.17,2.617
0.68,2.618
0.67,2.618
0.65,2.618
0.55,2.618
0.6,2.618
0.58,2.618
0.69,2.618
0.62,2.618
0.7,2.618
0.92,2.618
0.73,2.618
0.75,2.618
0.82,2.618
0.85,2.618
0.87,2.618
0.89,2.618
0.9,2.618
0.42,2.618
0.72,2.618
0.36,2.618
0.5,2.618
0.33,2.618
0.35,2.618
0.0,2.618
0.05,2.618
0.09,2.618
0.1,2.618
0.11,2.618
0.15,2.618
0.17,2.618
0.18,2.618
0.12,2.618
0.21,2.618
0.22,2.618
0.24,2.618
0.25,2.618
0.29,2.618
0.3,2.618
0.31,2.618
0.32,2.618
0.2,2.618
0.6,2.619
0.58,2.619
0.56,2.619
0.55,2.619
0.49,2.619
0.53,2.619
0.5,2.619
0.62,2.619
0.54,2.619
0.63,2.619
0.92,2.619
0.65,2.619
0.71,2.619
0.73,2.619
0.75,2.619
0.79,2.619
0.8,2.619
0.81,2.619
0.83,2.619
0.47,2.619
0.64,2.619
0.46,2.619
0.78,2.619
0.39,2.619
0.4,2.619
0.0,2.619
0.05,2.619
0.07,2.619
0.08,2.619
0.11,2.619
0.12,2.619
0.13,2.619
0.15,2.619
0.17,2.619
0.04,2.619
0.22,2.619
0.25,2.619
0.26,2.619
0.27,2.619
0.28,2.619
0.29,2.619
0.3,2.619
0.2,2.619
0.33,2.619
0.38,2.619
0.62,2.62
0.61,2.62
0.56,2.62
0.57,2.62
0.64,2.62
0.53,2.62
0.6,2.62
0.66,2.62
0.8,2.62
0.71,2.62
0.73,2.62
0.75,2.62
0.83,2.62
0.87,2.62
0.89,2.62
0.5,2.62
0.9,2.62
0.7,2.62
0.47,2.62
0.82,2.62
0.4,2.62
0.42,2.62
0.06,2.62
0.08,2.62
0.12,2.62
0.13,2.62
0.14,2.62
0.15,2.62
0.17,2.62
0.2,2.62
0.0,2.62
0.24,2.62
0.25,2.62
0.26,2.62
0.28,2.62
0.29,2.62
0.3,2.62
0.33,2.62
0.38,2.62
0.21,2.62
0.67,2.621
0.6,2.621
0.4,2.621
0.43,2.621
0.42,2.621
0.7,2.621
0.57,2.621
0.71,2.621
0.83,2.621
0.76,2.621
0.8,2.621
0.86,2.621
0.87,2.621
0.88,2.621
0.91,2.621
0.95,2.621
0.75,2.621
0.38,2.621
0.35,2.621
0.29,2.621
0.37,2.621
0.0,2.621
0.04,2.621
0.05,2.621
0.08,2.621
0.1,2.621
0.11,2.621
0.06,2.621
0.14,2.621
0.17,2.621
0.19,2.621
0.2,2.621
0.22,2.621
0.24,2.621
0.25,2.621
0.12,2.621
0.67,2.622
0.55,2.622
0.56,2.622
0.57,2.622
0.58,2.622
0.6,2.622
0.62,2.622
0.69,2.622
0.88,2.622
0.75,2.622
0.78,2.622
0.81,2.622
0.83,2.622
0.84,2.622
0.85,2.622
0.5,2.622
0.7,2.622
0.46,2.622
0.05,2.622
0.38,2.622
0.0,2.622
0.04,2.622
0.44,2.622
0.07,2.622
0.1,2.622
0.17,2.622
0.19,2.622
0.2,2.622
0.08,2.622
0.25,2.622
0.26,2.622
0.27,2.622
0.3,2.622
0.31,2.622
0.33,2.622
0.37,2.622
0.22,2.622
0.61,2.623
0.6,2.623
0.56,2.623
0.54,2.623
0.43,2.623
0.47,2.623
0.46,2.623
0.64,2.623
0.5,2.623
0.66,2.623
0.89,2.623
0.69,2.623
0.75,2.623
0.8,2.623
0.81,2.623
0.83,2.623
0.87,2.623
0.88,2.623
0.42,2.623
0.93,2.623
0.95,2.623
0.67,2.623
0.39,2.623
0.4,2.623
0.04,2.623
0.0,2.623
0.36,2.623
0.05,2.623
0.06,2.623
0.07,2.623
0.08,2.623
0.1,2.623
0.13,2.623
0.14,2.623
0.15,2.623
0.12,2.623
0.19,2.623
0.35,2.623
0.17,2.623
0.3,2.623
0.29,2.623
0.28,2.623
0.33,2.623
0.23,2.623
0.22,2.623
0.2,2.623
0.25,2.623
0.67,2.624
0.56,2.624
0.94,2.624
0.58,2.624
0.6,2.624
0.61,2.624
0.62,2.624
0.63,2.624
0.68,2.624
0.54,2.624
0.72,2.624
0.75,2.624
0.8,2.624
0.83,2.624
0.84,2.624
0.86,2.624
0.88,2.624
0.89,2.624
0.93,2.624
0.7,2.624
0.53,2.624
0.4,2.624
0.45,2.624
0.5,2.624
0.0,2.624
0.03,2.624
0.08,2.624
0.1,2.624
0.12,2.624
0.13,2.624
0.14,2.624
0.17,2.624
0.11,2.624
0.2,2.624
0.22,2.624
0.24,2.624
0.25,2.624
0.33,2.624
0.36,2.624
0.37,2.624
0.19,2.624
0.44,2.624
0.6,2.625
0.58,2.625
0.57,2.625
0.45,2.625
0.55,2.625
0.5,2.625
0.61,2.625
0.56,2.625
0.66,2.625
0.86,2.625
0.69,2.625
0.7,2.625
0.71,2.625
0.75,2.625
0.78,2.625
0.79,2.625
0.83,2.625
0.85,2.625
0.89,2.625
0.67,2.625
0.41,2.625
0.39,2.625
0.37,2.625
0.4,2.625
0.04,2.625
0.05,2.625
0.07,2.625
0.08,2.625
0.09,2.625
0.1,2.625
0.14,2.625
0.15,2.625
0.0,2.625
0.19,2.625
0.2,2.625
0.22,2.625
0.23,2.625
0.25,2.625
0.27,2.625
0.33,2.625
0.34,2.625
0.17,2.625
0.6,2.626
0.62,2.626
0.93,2.626
0.64,2.626
0.67,2.626
0.68,2.626
0.69,2.626
0.8,2.626
0.74,2.626
0.75,2.626
0.77,2.626
0.85,2.626
0.88,2.626
0.9,2.626
0.58,2.626
0.7,2.626
0.56,2.626
0.38,2.626
0.51,2.626
0.53,2.626
0.0,2.626
0.06,2.626
0.07,2.626
0.17,2.626
0.18,2.626
0.19,2.626
0.08,2.626
0.21,2.626
0.25,2.626
0.3,2.626
0.33,2.626
0.4,2.626
0.44,2.626
0.5,2.626
0.2,2.626
0.65,2.627
0.43,2.627
0.5,2.627
0.53,2.627
0.57,2.627
0.63,2.627
0.64,2.627
0.67,2.627
0.94,2.627
0.79,2.627
0.8,2.627
0.81,2.627
0.83,2.627
0.86,2.627
0.87,2.627
0.88,2.627
0.4,2.627
0.7,2.627
0.36,2.627
0.38,2.627
0.32,2.627
0.33,2.627
0.03,2.627
0.05,2.627
0.06,2.627
0.07,2.627
0.08,2.627
0.1,2.627
0.11,2.627
0.12,2.627
0.0,2.627
0.17,2.627
0.2,2.627
0.21,2.627
0.22,2.627
0.23,2.627
0.25,2.627
0.28,2.627
0.3,2.627
0.13,2.627
0.66,2.628
0.62,2.628
0.58,2.628
0.5,2.628
0.56,2.628
0.53,2.628
0.7,2.628
0.57,2.628
0.71,2.628
0.8,2.628
0.77,2.628
0.79,2.628
0.83,2.628
0.86,2.628
0.88,2.628
0.89,2.628
0.95,2.628
0.46,2.628
0.75,2.628
0.42,2.628
0.47,2.628
0.37,2.628
0.4,2.628
0.0,2.628
0.02,2.628
0.03,2.628
0.04,2.628
0.05,2.628
0.12,2.628
0.17,2.628
0.2,2.628
0.22,2.628
0.1,2.628
0.24,2.628
0.23,2.628
0.33,2.628
0.31,2.628
0.3,2.628
0.36,2.628
0.27,2.628
0.25,2.628
0.29,2.628
0.7,2.629
0.53,2.629
0.56,2.629
0.6,2.629
0.61,2.629
0.63,2.629
0.64,2.629
0.67,2.629
0.68,2.629
0.71,2.629
0.89,2.629
0.74,2.629
0.75,2.629
0.77,2.629
0.78,2.629
0.8,2.629
0.83,2.629
0.87,2.629
0.88,2.629
0.9,2.629
0.72,2.629
0.5,2.629
0.46,2.629
0.44,2.629
0.47,2.629
0.06,2.629
0.08,2.629
0.1,2.629
0.11,2.629
0.12,2.629
0.14,2.629
0.15,2.629
0.17,2.629
0.0,2.629
0.21,2.629
0.2,2.629
0.36,2.629
0.34,2.629
0.33,2.629
0.4,2.629
0.28,2.629
0.25,2.629
0.22,2.629
0.3,2.629
0.7,2.63
0.56,2.63
0.57,2.63
0.6,2.63
0.62,2.63
0.63,2.63
0.69,2.63
0.71,2.63
0.85,2.63
0.79,2.63
0.8,2.63
0.83,2.63
0.86,2.63
0.98,2.63
0.97,2.63
0.53,2.63
0.75,2.63
0.5,2.63
0.89,2.63
0.33,2.63
0.42,2.63
0.0,2.63
0.05,2.63
0.06,2.63
0.11,2.63
0.12,2.63
0.13,2.63
0.14,2.63
0.09,2.63
0.2,2.63
0.22,2.63
0.25,2.63
0.26,2.63
0.29,2.63
0.3,2.63
0.31,2.63
0.17,2.63
0.67,2.631
0.66,2.631
0.62,2.631
0.54,2.631
0.58,2.631
0.56,2.631
0.69,2.631
0.61,2.631
0.73,2.631
0.93,2.631
0.76,2.631
0.8,2.631
0.83,2.631
0.84,2.631
0.85,2.631
0.87,2.631
0.88,2.631
0.53,2.631
0.75,2.631
0.5,2.631
0.48,2.631
0.03,2.631
0.0,2.631
0.46,2.631
0.04,2.631
0.05,2.631
0.06,2.631
0.08,2.631
0.12,2.631
0.14,2.631
0.15,2.631
0.1,2.631
0.17,2.631
0.45,2.631
0.16,2.631
0.35,2.631
0.33,2.631
0.38,2.631
0.25,2.631
0.21,2.631
0.2,2.631
0.29,2.631
0.68,2.632
0.5,2.632
0.54,2.632
0.56,2.632
0.6,2.632
0.63,2.632
0.67,2.632
0.69,2.632
0.46,2.632
0.77,2.632
0.79,2.632
0.8,2.632
0.81,2.632
0.83,2.632
0.85,2.632
0.92,2.632
0.9,2.632
0.75,2.632
0.44,2.632
0.86,2.632
0.38,2.632
0.0,2.632
0.03,2.632
0.04,2.632
0.08,2.632
0.1,2.632
0.14,2.632
0.15,2.632
0.17,2.632
0.43,2.632
0.2,2.632
0.22,2.632
0.24,2.632
0.25,2.632
0.28,2.632
0.29,2.632
0.31,2.632
0.33,2.632
0.19,2.632
0.6,2.633
0.58,2.633
0.53,2.633
0.56,2.633
0.54,2.633
0.64,2.633
0.57,2.633
0.67,2.633
0.75,2.633
0.71,2.633
0.72,2.633
0.8,2.633
0.81,2.633
0.86,2.633
0.92,2.633
0.5,2.633
0.68,2.633
0.42,2.633
0.4,2.633
0.38,2.633
0.0,2.633
0.08,2.633
0.1,2.633
0.12,2.633
0.14,2.633
0.17,2.633
0.2,2.633
0.13,2.633
0.22,2.633
0.24,2.633
0.25,2.633
0.32,2.633
0.35,2.633
0.36,2.633
0.37,2.633
0.21,2.633
0.67,2.634
0.5,2.634
0.56,2.634
0.57,2.634
0.58,2.634
0.6,2.634
0.61,2.634
0.73,2.634
0.89,2.634
0.76,2.634
0.78,2.634
0.8,2.634
0.83,2.634
0.86,2.634
0.87,2.634
0.93,2.634
0.47,2.634
0.75,2.634
0.43,2.634
0.06,2.634
0.4,2.634
0.42,2.634
0.0,2.634
0.07,2.634
0.08,2.634
0.14,2.634
0.15,2.634
0.16,2.634
0.17,2.634
0.11,2.634
0.2,2.634
0.21,2.634
0.25,2.634
0.28,2.634
0.29,2.634
0.3,2.634
0.19,2.634
0.33,2.634
0.58,2.635
0.57,2.635
0.56,2.635
0.46,2.635
0.5,2.635
0.43,2.635
0.6,2.635
0.54,2.635
0.67,2.635
0.89,2.635
0.7,2.635
0.72,2.635
0.76,2.635
0.81,2.635
0.82,2.635
0.92,2.635
0.88,2.635
0.9,2.635
0.42,2.635
0.68,2.635
0.41,2.635
0.85,2.635
0.38,2.635
0.0,2.635
0.04,2.635
0.05,2.635
0.08,2.635
0.1,2.635
0.12,2.635
0.14,2.635
0.17,2.635
0.18,2.635
0.4,2.635
0.2,2.635
0.21,2.635
0.24,2.635
0.25,2.635
0.26,2.635
0.29,2.635
0.3,2.635
0.33,2.635
0.35,2.635
0.19,2.635
0.7,2.636
0.67,2.636
0.65,2.636
0.58,2.636
0.62,2.636
0.6,2.636
0.71,2.636
0.63,2.636
0.73,2.636
0.87,2.636
0.8,2.636
0.82,2.636
0.86,2.636
0.88,2.636
0.89,2.636
0.9,2.636
0.93,2.636
0.95,2.636
0.56,2.636
0.76,2.636
0.52,2.636
0.5,2.636
0.48,2.636
0.0,2.636
0.03,2.636
0.04,2.636
0.08,2.636
0.1,2.636
0.12,2.636
0.13,2.636
0.14,2.636
0.15,2.636
0.11,2.636
0.17,2.636
0.16,2.636
0.38,2.636
0.29,2.636
0.28,2.636
0.45,2.636
0.23,2.636
0.22,2.636
0.2,2.636
0.25,2.636
0.75,2.637
0.6,2.637
0.62,2.637
0.63,2.637
0.64,2.637
0.67,2.637
0.68,2.637
0.7,2.637
0.71,2.637
0.76,2.637
0.97,2.637
0.79,2.637
0.81,2.637
0.83,2.637
0.86,2.637
0.88,2.637
0.9,2.637
0.92,2.637
0.93,2.637
0.53,2.637
0.78,2.637
0.5,2.637
0.47,2.637
0.44,2.637
0.0,2.637
0.05,2.637
0.06,2.637
0.08,2.637
0.1,2.637
0.11,2.637
0.12,2.637
0.17,2.637
0.2,2.637
0.25,2.637
0.02,2.637
0.28,2.637
0.27,2.637
0.4,2.637
0.37,2.637
0.34,2.637
0.42,2.637
0.31,2.637
0.3,2.637
0.29,2.637
0.33,2.637
0.56,2.638
0.73,2.638
0.57,2.638
0.58,2.638
0.6,2.638
0.63,2.638
0.67,2.638
0.7,2.638
0.75,2.638
0.83,2.638
0.77,2.638
0.78,2.638
0.82,2.638
0.88,2.638
0.89,2.638
0.9,2.638
0.96,2.638
0.54,2.638
0.76,2.638
0.52,2.638
0.5,2.638
0.13,2.638
0.48,2.638
0.0,2.638
0.06,2.638
0.08,2.638
0.11,2.638
0.12,2.638
0.14,2.638
0.15,2.638
0.2,2.638
0.17,2.638
0.25,2.638
0.28,2.638
0.29,2.638
0.3,2.638
0.32,2.638
0.33,2.638
0.35,2.638
0.44,2.638
0.47,2.638
0.22,2.638
0.64,2.639
0.67,2.639
0.65,2.639
0.63,2.639
0.56,2.639
0.59,2.639
0.58,2.639
0.57,2.639
0.68,2.639
0.6,2.639
0.69,2.639
0.98,2.639
0.71,2.639
0.73,2.639
0.75,2.639
0.78,2.639
0.8,2.639
0.81,2.639
0.83,2.639
0.85,2.639
0.89,2.639
0.7,2.639
0.55,2.639
0.62,2.639
0.42,2.639
0.0,2.639
0.07,2.639
0.1,2.639
0.11,2.639
0.12,2.639
0.15,2.639
0.17,2.639
0.19,2.639
0.2,2.639
0.21,2.639
0.22,2.639
0.08,2.639
0.25,2.639
0.24,2.639
0.4,2.639
0.35,2.639
0.33,2.639
0.39,2.639
0.46,2.639
0.3,2.639
0.29,2.639
0.27,2.639
0.31,2.639
0.55,2.64
0.67,2.64
0.56,2.64
0.57,2.64
0.58,2.64
0.62,2.64
0.63,2.64
0.69,2.64
0.78,2.64
0.71,2.64
0.73,2.64
0.75,2.64
0.76,2.64
0.81,2.64
0.9,2.64
0.93,2.64
0.5,2.64
0.7,2.64
0.48,2.64
0.39,2.64
0.43,2.64
0.44,2.64
0.07,2.64
0.11,2.64
0.12,2.64
0.13,2.64
0.14,2.64
0.15,2.64
0.17,2.64
0.0,2.64
0.2,2.64
0.21,2.64
0.24,2.64
0.28,2.64
0.33,2.64
0.38,2.64
0.42,2.64
0.19,2.64
0.5,2.641
0.52,2.641
0.53,2.641
0.6,2.641
0.62,2.641
0.67,2.641
0.74,2.641
0.82,2.641
0.8,2.641
0.81,2.641
0.86,2.641
0.87,2.641
0.93,2.641
0.92,2.641
0.46,2.641
0.78,2.641
0.4,2.641
0.9,2.641
0.3,2.641
0.0,2.641
0.02,2.641
0.03,2.641
0.04,2.641
0.06,2.641
0.08,2.641
0.1,2.641
0.38,2.641
0.12,2.641
0.14,2.641
0.16,2.641
0.17,2.641
0.2,2.641
0.24,2.641
0.25,2.641
0.11,2.641
0.5,2.642
0.56,2.642
0.57,2.642
0.59,2.642
0.6,2.642
0.62,2.642
0.65,2.642
0.82,2.642
0.73,2.642
0.78,2.642
0.83,2.642
0.88,2.642
0.9,2.642
0.92,2.642
0.48,2.642
0.67,2.642
0.4,2.642
0.34,2.642
0.33,2.642
0.0,2.642
0.04,2.642
0.06,2.642
0.07,2.642
0.11,2.642
0.12,2.642
0.16,2.642
0.08,2.642
0.21,2.642
0.22,2.642
0.23,2.642
0.24,2.642
0.25,2.642
0.29,2.642
0.32,2.642
0.17,2.642
0.67,2.643
0.53,2.643
0.55,2.643
0.56,2.643
0.57,2.643
0.6,2.643
0.62,2.643
0.72,2.643
0.88,2.643
0.75,2.643
0.78,2.643
0.8,2.643
0.81,2.643
0.92,2.643
0.87,2.643
0.5,2.643
0.74,2.643
0.47,2.643
0.04,2.643
0.44,2.643
0.45,2.643
0.0,2.643
0.03,2.643
0.07,2.643
0.12,2.643
0.17,2.643
0.2,2.643
0.22,2.643
0.1,2.643
0.3,2.643
0.25,2.643
0.4,2.643
0.38,2.643
0.43,2.643
0.33,2.643
0.31,2.643
0.37,2.643
0.68,2.644
0.41,2.644
0.47,2.644
0.5,2.644
0.6,2.644
0.62,2.644
0.64,2.644
0.67,2.644
0.7,2.644
0.92,2.644
0.73,2.644
0.74,2.644
0.75,2.644
0.78,2.644
0.83,2.644
0.84,2.644
0.87,2.644
0.39,2.644
0.71,2.644
0.38,2.644
0.4,2.644
0.33,2.644
0.03,2.644
0.05,2.644
0.06,2.644
0.07,2.644
0.1,2.644
0.12,2.644
0.14,2.644
0.15,2.644
0.17,2.644
0.0,2.644
0.24,2.644
0.25,2.644
0.26,2.644
0.27,2.644
0.28,2.644
0.3,2.644
0.31,2.644
0.37,2.644
0.2,2.644
0.67,2.645
0.64,2.645
0.45,2.645
0.56,2.645
0.47,2.645
0.71,2.645
0.57,2.645
0.73,2.645
0.8,2.645
0.76,2.645
0.78,2.645
0.79,2.645
0.83,2.645
0.9,2.645
0.94,2.645
0.96,2.645
0.44,2.645
0.75,2.645
0.43,2.645
0.89,2.645
0.4,2.645
0.0,2.645
0.41,2.645
0.07,2.645
0.1,2.645
0.11,2.645
0.12,2.645
0.13,2.645
0.17,2.645
0.21,2.645
0.04,2.645
0.24,2.645
0.22,2.645
0.37,2.645
0.35,2.645
0.38,2.645
0.31,2.645
0.3,2.645
0.25,2.645
0.32,2.645
0.42,2.646
0.62,2.646
0.5,2.646
0.53,2.646
0.55,2.646
0.56,2.646
0.61,2.646
0.67,2.646
0.78,2.646
0.73,2.646
0.75,2.646
0.79,2.646
0.8,2.646
0.83,2.646
0.88,2.646
0.96,2.646
0.72,2.646
0.41,2.646
0.3,2.646
0.38,2.646
0.39,2.646
0.0,2.646
0.03,2.646
0.05,2.646
0.07,2.646
0.09,2.646
0.11,2.646
0.12,2.646
0.08,2.646
0.15,2.646
0.17,2.646
0.2,2.646
0.24,2.646
0.25,2.646
0.28,2.646
0.29,2.646
0.13,2.646
0.75,2.647
0.61,2.647
0.63,2.647
0.67,2.647
0.7,2.647
0.71,2.647
0.78,2.647
0.6,2.647
0.8,2.647
0.82,2.647
0.83,2.647
0.88,2.647
0.89,2.647
0.93,2.647
0.95,2.647
0.79,2.647
0.56,2.647
0.03,2.647
0.5,2.647
0.0,2.647
0.07,2.647
0.08,2.647
0.12,2.647
0.14,2.647
0.19,2.647
0.22,2.647
0.54,2.647
0.25,2.647
0.29,2.647
0.33,2.647
0.38,2.647
0.4,2.647
0.44,2.647
0.47,2.647
0.24,2.647
0.72,2.648
0.71,2.648
0.7,2.648
0.63,2.648
0.66,2.648
0.64,2.648
0.73,2.648
0.6,2.648
0.67,2.648
0.74,2.648
0.79,2.648
0.76,2.648
0.78,2.648
0.8,2.648
0.82,2.648
0.83,2.648
0.58,2.648
0.89,2.648
0.92,2.648
0.93,2.648
0.75,2.648
0.86,2.648
0.56,2.648
0.52,2.648
0.0,2.648
0.54,2.648
0.05,2.648
0.06,2.648
0.08,2.648
0.1,2.648
0.11,2.648
0.14,2.648
0.15,2.648
0.17,2.648
0.04,2.648
0.2,2.648
0.19,2.648
0.47,2.648
0.44,2.648
0.4,2.648
0.5,2.648
0.28,2.648
0.25,2.648
0.24,2.648
0.22,2.648
0.33,2.648
0.7,2.649
0.5,2.649
0.55,2.649
0.62,2.649
0.67,2.649
0.68,2.649
0.69,2.649
0.72,2.649
0.83,2.649
0.78,2.649
0.96,2.649
0.79,2.649
0.8,2.649
0.87,2.649
0.88,2.649
0.92,2.649
0.45,2.649
0.75,2.649
0.44,2.649
0.12,2.649
0.4,2.649
0.42,2.649
0.04,2.649
0.06,2.649
0.07,2.649
0.08,2.649
0.1,2.649
0.14,2.649
0.15,2.649
0.0,2.649
0.2,2.649
0.22,2.649
0.23,2.649
0.27,2.649
0.29,2.649
0.3,2.649
0.31,2.649
0.33,2.649
0.17,2.649
0.58,2.65
0.6,2.65
0.61,2.65
0.67,2.65
0.69,2.65
0.71,2.65
0.75,2.65
0.87,2.65
0.82,2.65
0.86,2.65
0.9,2.65
0.93,2.65
0.95,2.65
0.52,2.65
0.78,2.65
0.5,2.65
0.97,2.65
0.45,2.65
0.48,2.65
0.0,2.65
0.05,2.65
0.07,2.65
0.19,2.65
0.2,2.65
0.25,2.65
0.17,2.65
0.27,2.65
0.29,2.65
0.3,2.65
0.33,2.65
0.36,2.65
0.38,2.65
0.26,2.65
0.83,2.651
0.71,2.651
0.75,2.651
0.78,2.651
0.81,2.651
0.82,2.651
0.84,2.651
0.96,2.651
0.87,2.651
0.9,2.651
0.92,2.651
0.93,2.651
0.94,2.651
0.95,2.651
0.86,2.651
0.62,2.651
0.67,2.651
0.39,2.651
0.5,2.651
0.0,2.651
0.03,2.651
0.04,2.651
0.07,2.651
0.1,2.651
0.11,2.651
0.05,2.651
0.17,2.651
0.21,2.651
0.25,2.651
0.28,2.651
0.33,2.651
0.38,2.651
0.14,2.651
0.67,2.652
0.5,2.652
0.53,2.652
0.55,2.652
0.57,2.652
0.6,2.652
0.61,2.652
0.7,2.652
0.89,2.652
0.78,2.652
0.83,2.652
0.84,2.652
0.85,2.652
0.86,2.652
0.88,2.652
0.47,2.652
0.75,2.652
0.44,2.652
0.0,2.652
0.41,2.652
0.03,2.652
0.06,2.652
0.07,2.652
0.08,2.652
0.1,2.652
0.11,2.652
0.13,2.652
0.42,2.652
0.19,2.652
0.2,2.652
0.22,2.652
0.25,2.652
0.27,2.652
0.3,2.652
0.31,2.652
0.17,2.652
0.58,2.653
0.6,2.653
0.62,2.653
0.67,2.653
0.69,2.653
0.71,2.653
0.73,2.653
0.8,2.653
0.75,2.653
0.77,2.653
0.85,2.653
0.86,2.653
0.87,2.653
0.88,2.653
0.57,2.653
0.74,2.653
0.9,2.653
0.56,2.653
0.5,2.653
0.53,2.653
0.0,2.653
0.07,2.653
0.08,2.653
0.12,2.653
0.14,2.653
0.17,2.653
0.11,2.653
0.22,2.653
0.25,2.653
0.33,2.653
0.34,2.653
0.4,2.653
0.44,2.653
0.19,2.653
0.67,2.654
0.56,2.654
0.58,2.654
0.6,2.654
0.63,2.654
0.65,2.654
0.97,2.654
0.5,2.654
0.75,2.654
0.8,2.654
0.83,2.654
0.84,2.654
0.86,2.654
0.93,2.654
0.7,2.654
0.44,2.654
0.16,2.654
0.33,2.654
0.39,2.654
0.0,2.654
0.04,2.654
0.05,2.654
0.1,2.654
0.12,2.654
0.08,2.654
0.17,2.654
0.18,2.654
0.19,2.654
0.2,2.654
0.25,2.654
0.26,2.654
0.15,2.654
0.75,2.655
0.65,2.655
0.67,2.655
0.71,2.655
0.72,2.655
0.73,2.655
0.76,2.655
0.95,2.655
0.81,2.655
0.83,2.655
0.86,2.655
0.88,2.655
0.89,2.655
0.93,2.655
0.62,2.655
0.8,2.655
0.6,2.655
0.56,2.655
0.06,2.655
0.0,2.655
0.5,2.655
0.11,2.655
0.12,2.655
0.13,2.655
0.15,2.655
0.17,2.655
0.19,2.655
0.14,2.655
0.25,2.655
0.29,2.655
0.33,2.655
0.4,2.655
0.44,2.655
0.47,2.655
0.49,2.655
0.22,2.655
0.65,2.656
0.53,2.656
0.55,2.656
0.58,2.656
0.62,2.656
0.64,2.656
0.67,2.656
0.5,2.656
0.82,2.656
0.83,2.656
0.88,2.656
0.89,2.656
0.93,2.656
0.97,2.656
0.72,2.656
0.44,2.656
0.0,2.656
0.4,2.656
0.43,2.656
0.04,2.656
0.06,2.656
0.08,2.656
0.1,2.656
0.11,2.656
0.07,2.656
0.2,2.656
0.25,2.656
0.3,2.656
0.33,2.656
0.36,2.656
0.39,2.656
0.12,2.656
0.72,2.657
0.5,2.657
0.56,2.657
0.6,2.657
0.63,2.657
0.65,2.657
0.68,2.657
0.71,2.657
0.75,2.657
0.89,2.657
0.79,2.657
0.8,2.657
0.83,2.657
0.85,2.657
0.88,2.657
0.9,2.657
0.98,2.657
0.47,2.657
0.76,2.657
0.46,2.657
0.12,2.657
0.34,2.657
0.03,2.657
0.07,2.657
0.08,2.657
0.09,2.657
0.1,2.657
0.11,2.657
0.14,2.657
0.15,2.657
0.0,2.657
0.2,2.657
0.17,2.657
0.33,2.657
0.32,2.657
0.26,2.657
0.44,2.657
0.24,2.657
0.23,2.657
0.25,2.657
0.57,2.658
0.58,2.658
0.61,2.658
0.62,2.658
0.63,2.658
0.64,2.658
0.67,2.658
0.69,2.658
0.71,2.658
0.77,2.658
0.98,2.658
0.83,2.658
0.87,2.658
0.89,2.658
0.97,2.658
0.56,2.658
0.75,2.658
0.81,2.658
0.46,2.658
0.43,2.658
0.44,2.658
0.0,2.658
0.04,2.658
0.06,2.658
0.1,2.658
0.12,2.658
0.14,2.658
0.17,2.658
0.11,2.658
0.2,2.658
0.25,2.658
0.26,2.658
0.29,2.658
0.32,2.658
0.33,2.658
0.38,2.658
0.19,2.658
0.4,2.658
0.77,2.659
0.75,2.659
0.74,2.659
0.62,2.659
0.69,2.659
0.67,2.659
0.78,2.659
0.73,2.659
0.79,2.659
0.97,2.659
0.81,2.659
0.83,2.659
0.89,2.659
0.9,2.659
0.92,2.659
0.93,2.659
0.96,2.659
0.6,2.659
0.8,2.659
0.57,2.659
0.4,2.659
0.54,2.659
0.04,2.659
0.07,2.659
0.08,2.659
0.1,2.659
0.12,2.659
0.17,2.659
0.2,2.659
0.22,2.659
0.0,2.659
0.28,2.659
0.29,2.659
0.3,2.659
0.31,2.659
0.33,2.659
0.35,2.659
0.56,2.659
0.5,2.659
0.27,2.659
0.64,2.66
0.63,2.66
0.5,2.66
0.58,2.66
0.57,2.66
0.71,2.66
0.6,2.66
0.75,2.66
0.83,2.66
0.79,2.66
0.8,2.66
0.84,2.66
0.9,2.66
0.91,2.66
0.94,2.66
0.44,2.66
0.78,2.66
0.43,2.66
0.88,2.66
0.39,2.66
0.0,2.66
0.02,2.66
0.05,2.66
0.07,2.66
0.08,2.66
0.1,2.66
0.11,2.66
0.04,2.66
0.14,2.66
0.12,2.66
0.38,2.66
0.35,2.66
0.4,2.66
0.27,2.66
0.25,2.66
0.2,2.66
0.28,2.66
0.96,2.661
0.7,2.661
0.73,2.661
0.75,2.661
0.78,2.661
0.79,2.661
0.84,2.661
0.83,2.661
0.88,2.661
0.91,2.661
0.93,2.661
0.67,2.661
0.8,2.661
0.89,2.661
0.61,2.661
