n,Egb
0.29,2.714
0.34,2.714
0.15,2.714
0.67,2.715
0.7,2.715
0.75,2.715
0.78,2.715
0.8,2.715
0.81,2.715
0.92,2.715
0.9,2.715
0.93,2.715
0.94,2.715
0.96,2.715
0.97,2.715
0.83,2.715
0.62,2.715
0.42,2.715
0.55,2.715
0.56,2.715
0.06,2.715
0.07,2.715
0.11,2.715
0.13,2.715
0.17,2.715
0.0,2.715
0.22,2.715
0.23,2.715
0.25,2.715
0.27,2.715
0.35,2.715
0.21,2.715
0.5,2.716
0.64,2.716
0.7,2.716
0.75,2.716
0.87,2.716
0.8,2.716
0.92,2.716
0.89,2.716
0.44,2.716
0.78,2.716
0.39,2.716
0.88,2.716
0.33,2.716
0.0,2.716
0.03,2.716
0.05,2.716
0.13,2.716
0.38,2.716
0.17,2.716
0.19,2.716
0.25,2.716
0.3,2.716
0.14,2.716
0.67,2.717
0.92,2.717
0.9,2.717
0.89,2.717
0.88,2.717
0.84,2.717
0.83,2.717
0.8,2.717
0.79,2.717
0.78,2.717
0.62,2.717
0.5,2.717
0.47,2.717
0.38,2.717
0.37,2.717
0.33,2.717
0.3,2.717
0.25,2.717
0.2,2.717
0.17,2.717
0.14,2.717
0.05,2.717
0.0,2.717
0.67,2.718
0.69,2.718
0.91,2.718
0.73,2.718
0.76,2.718
0.85,2.718
0.81,2.718
0.82,2.718
0.83,2.718
0.6,2.718
0.79,2.718
0.52,2.718
0.72,2.718
0.4,2.718
0.0,2.718
0.05,2.718
0.06,2.718
0.08,2.718
0.12,2.718
0.5,2.718
0.19,2.718
0.24,2.718
0.31,2.718
0.38,2.718
0.18,2.718
0.57,2.719
0.61,2.719
0.62,2.719
0.65,2.719
0.71,2.719
0.75,2.719
0.83,2.719
0.84,2.719
0.86,2.719
0.88,2.719
0.56,2.719
0.92,2.719
0.8,2.719
0.9,2.719
0.54,2.719
0.44,2.719
0.5,2.719
0.0,2.719
0.03,2.719
0.05,2.719
0.1,2.719
0.12,2.719
0.08,2.719
0.25,2.719
0.26,2.719
0.36,2.719
0.38,2.719
0.42,2.719
0.17,2.719
0.79,2.72
0.62,2.72
0.7,2.72
0.75,2.72
0.8,2.72
0.57,2.72
0.88,2.72
0.89,2.72
0.9,2.72
0.93,2.72
0.94,2.72
0.84,2.72
0.56,2.72
0.3,2.72
0.42,2.72
0.0,2.72
0.06,2.72
0.08,2.72
0.1,2.72
0.12,2.72
0.13,2.72
0.5,2.72
0.2,2.72
0.25,2.72
0.17,2.72
0.33,2.72
0.36,2.72
0.79,2.721
0.8,2.721
0.83,2.721
0.85,2.721
0.86,2.721
0.88,2.721
0.78,2.721
0.91,2.721
0.92,2.721
0.96,2.721
0.87,2.721
0.75,2.721
0.82,2.721
0.56,2.721
0.71,2.721
0.0,2.721
0.08,2.721
0.13,2.721
0.2,2.721
0.22,2.721
0.14,2.721
0.27,2.721
0.38,2.721
0.44,2.721
0.5,2.721
0.25,2.721
0.78,2.722
0.68,2.722
0.7,2.722
0.71,2.722
0.75,2.722
0.8,2.722
0.92,2.722
0.83,2.722
0.86,2.722
0.89,2.722
0.9,2.722
0.67,2.722
0.81,2.722
0.64,2.722
0.19,2.722
0.57,2.722
0.58,2.722
0.03,2.722
0.05,2.722
0.07,2.722
0.08,2.722
0.25,2.722
0.0,2.722
0.39,2.722
0.4,2.722
0.44,2.722
0.5,2.722
0.54,2.722
0.33,2.722
0.5,2.723
0.53,2.723
0.6,2.723
0.62,2.723
0.67,2.723
0.75,2.723
0.8,2.723
0.79,2.723
0.9,2.723
0.92,2.723
0.94,2.723
0.78,2.723
0.45,2.723
0.61,2.723
0.35,2.723
0.37,2.723
0.0,2.723
0.04,2.723
0.05,2.723
0.08,2.723
0.13,2.723
0.12,2.723
0.17,2.723
0.22,2.723
0.25,2.723
0.3,2.723
0.33,2.723
0.14,2.723
0.68,2.724
0.6,2.724
0.64,2.724
0.65,2.724
0.67,2.724
0.7,2.724
0.9,2.724
0.81,2.724
0.83,2.724
0.86,2.724
0.88,2.724
0.55,2.724
0.92,2.724
0.8,2.724
0.54,2.724
0.85,2.724
0.52,2.724
0.53,2.724
0.06,2.724
0.07,2.724
0.08,2.724
0.1,2.724
0.12,2.724
0.19,2.724
0.0,2.724
0.25,2.724
0.3,2.724
0.38,2.724
0.4,2.724
0.5,2.724
0.51,2.724
0.2,2.724
0.6,2.725
0.64,2.725
0.67,2.725
0.8,2.725
0.83,2.725
0.92,2.725
0.9,2.725
0.93,2.725
0.96,2.725
0.97,2.725
0.58,2.725
0.88,2.725
0.5,2.725
0.33,2.725
0.45,2.725
0.47,2.725
0.0,2.725
0.03,2.725
0.07,2.725
0.11,2.725
0.04,2.725
0.17,2.725
0.2,2.725
0.25,2.725
0.3,2.725
0.12,2.725
0.88,2.726
0.7,2.726
0.76,2.726
0.8,2.726
0.89,2.726
0.69,2.726
0.93,2.726
0.94,2.726
0.96,2.726
0.97,2.726
0.9,2.726
0.64,2.726
0.95,2.726
0.61,2.726
0.0,2.726
0.62,2.726
0.17,2.726
0.2,2.726
0.29,2.726
0.08,2.726
0.42,2.726
0.44,2.726
0.56,2.726
0.59,2.726
0.3,2.726
0.62,2.727
0.88,2.727
0.83,2.727
0.8,2.727
0.76,2.727
0.75,2.727
0.72,2.727
0.68,2.727
0.67,2.727
0.61,2.727
0.1,2.727
0.53,2.727
0.5,2.727
0.47,2.727
0.38,2.727
0.33,2.727
0.27,2.727
0.21,2.727
0.17,2.727
0.58,2.727
0.0,2.727
0.73,2.728
0.75,2.728
0.76,2.728
0.78,2.728
0.8,2.728
0.83,2.728
0.91,2.728
0.88,2.728
0.89,2.728
0.9,2.728
0.67,2.728
0.95,2.728
0.96,2.728
0.86,2.728
0.64,2.728
0.93,2.728
0.55,2.728
0.0,2.728
0.07,2.728
0.6,2.728
0.11,2.728
0.2,2.728
0.25,2.728
0.28,2.728
0.22,2.728
0.4,2.728
0.44,2.728
0.45,2.728
0.46,2.728
0.47,2.728
0.5,2.728
0.29,2.728
0.85,2.729
0.73,2.729
0.78,2.729
0.8,2.729
0.86,2.729
0.96,2.729
0.9,2.729
0.92,2.729
0.93,2.729
0.94,2.729
0.88,2.729
0.7,2.729
0.6,2.729
0.67,2.729
0.69,2.729
0.0,2.729
0.09,2.729
0.11,2.729
0.12,2.729
0.1,2.729
0.2,2.729
0.28,2.729
0.33,2.729
0.58,2.729
0.16,2.729
0.83,2.73
0.96,2.73
0.76,2.73
0.8,2.73
0.87,2.73
0.73,2.73
0.9,2.73
0.91,2.73
0.92,2.73
0.93,2.73
0.88,2.73
0.7,2.73
0.75,2.73
0.67,2.73
0.68,2.73
0.0,2.73
0.09,2.73
0.17,2.73
0.4,2.73
0.38,2.73
0.52,2.73
0.55,2.73
0.57,2.73
0.42,2.73
0.6,2.73
0.97,2.731
0.71,2.731
0.75,2.731
0.8,2.731
0.81,2.731
0.82,2.731
0.83,2.731
0.88,2.731
0.86,2.731
0.67,2.731
0.89,2.731
0.93,2.731
0.94,2.731
0.95,2.731
0.85,2.731
0.64,2.731
0.9,2.731
0.6,2.731
0.62,2.731
0.1,2.731
0.17,2.731
0.21,2.731
0.22,2.731
0.23,2.731
0.27,2.731
0.0,2.731
0.34,2.731
0.38,2.731
0.4,2.731
0.44,2.731
0.48,2.731
0.5,2.731
0.56,2.731
0.33,2.731
0.6,2.732
0.62,2.732
0.64,2.732
0.7,2.732
0.75,2.732
0.86,2.732
0.8,2.732
0.83,2.732
0.9,2.732
0.92,2.732
0.94,2.732
0.5,2.732
0.78,2.732
0.43,2.732
0.3,2.732
0.34,2.732
0.0,2.732
0.4,2.732
0.08,2.732
0.09,2.732
0.12,2.732
0.13,2.732
0.05,2.732
0.2,2.732
0.25,2.732
0.29,2.732
0.31,2.732
0.33,2.732
0.17,2.732
0.94,2.733
0.9,2.733
0.88,2.733
0.85,2.733
0.83,2.733
0.81,2.733
0.8,2.733
0.71,2.733
0.7,2.733
0.37,2.733
0.29,2.733
0.22,2.733
0.14,2.733
0.12,2.733
0.11,2.733
0.07,2.733
0.0,2.733
0.33,2.733
0.72,2.734
0.8,2.734
0.81,2.734
0.83,2.734
0.84,2.734
0.9,2.734
0.88,2.734
0.89,2.734
0.71,2.734
0.93,2.734
0.95,2.734
0.86,2.734
0.7,2.734
0.75,2.734
0.56,2.734
0.67,2.734
0.0,2.734
0.12,2.734
0.17,2.734
0.33,2.734
0.4,2.734
0.22,2.734
0.44,2.734
0.45,2.734
0.5,2.734
0.53,2.734
0.42,2.734
0.82,2.735
0.67,2.735
0.7,2.735
0.71,2.735
0.75,2.735
0.83,2.735
0.95,2.735
0.89,2.735
0.92,2.735
0.93,2.735
0.94,2.735
0.62,2.735
0.88,2.735
0.6,2.735
0.05,2.735
0.43,2.735
0.0,2.735
0.56,2.735
0.15,2.735
0.17,2.735
0.2,2.735
0.25,2.735
0.12,2.735
0.29,2.735
0.32,2.735
0.38,2.735
0.4,2.735
0.42,2.735
0.27,2.735
0.62,2.736
0.9,2.736
0.88,2.736
0.83,2.736
0.8,2.736
0.79,2.736
0.7,2.736
0.68,2.736
0.67,2.736
0.5,2.736
0.94,2.736
0.42,2.736
0.37,2.736
0.3,2.736
0.25,2.736
0.2,2.736
0.19,2.736
0.15,2.736
0.11,2.736
0.03,2.736
0.0,2.736
0.48,2.736
0.72,2.737
0.73,2.737
0.75,2.737
0.8,2.737
0.89,2.737
0.83,2.737
0.86,2.737
0.87,2.737
0.88,2.737
0.81,2.737
0.65,2.737
0.68,2.737
0.56,2.737
0.62,2.737
0.0,2.737
0.1,2.737
0.2,2.737
0.21,2.737
0.11,2.737
0.33,2.737
0.34,2.737
0.45,2.737
0.5,2.737
0.25,2.737
0.8,2.738
0.64,2.738
0.67,2.738
0.71,2.738
0.75,2.738
0.81,2.738
0.93,2.738
0.85,2.738
0.88,2.738
0.89,2.738
0.9,2.738
0.94,2.738
0.97,2.738
0.83,2.738
0.62,2.738
0.56,2.738
0.53,2.738
0.58,2.738
0.05,2.738
0.07,2.738
0.1,2.738
0.17,2.738
0.22,2.738
0.0,2.738
0.38,2.738
0.4,2.738
0.43,2.738
0.5,2.738
0.52,2.738
0.37,2.738
0.71,2.739
0.75,2.739
0.78,2.739
0.8,2.739
0.83,2.739
0.87,2.739
0.88,2.739
0.93,2.739
0.67,2.739
0.82,2.739
0.63,2.739
0.44,2.739
0.56,2.739
0.62,2.739
0.06,2.739
0.2,2.739
0.22,2.739
0.0,2.739
0.32,2.739
0.33,2.739
0.36,2.739
0.5,2.739
0.27,2.739
0.71,2.74
0.95,2.74
0.92,2.74
0.9,2.74
0.88,2.74
0.97,2.74
0.75,2.74
0.72,2.74
0.63,2.74
0.8,2.74
0.53,2.74
0.0,2.74
0.06,2.74
0.08,2.74
0.61,2.74
0.25,2.74
0.3,2.74
0.38,2.74
0.14,2.74
0.97,2.741
0.95,2.741
0.93,2.741
0.89,2.741
0.88,2.741
0.86,2.741
0.78,2.741
0.72,2.741
0.71,2.741
0.62,2.741
0.74,2.741
0.53,2.741
0.5,2.741
0.4,2.741
0.25,2.741
0.2,2.741
0.17,2.741
0.14,2.741
0.13,2.741
0.0,2.741
0.6,2.741
0.56,2.742
0.68,2.742
0.92,2.742
0.75,2.742
0.9,2.742
0.83,2.742
0.86,2.742
0.87,2.742
0.45,2.742
0.8,2.742
0.4,2.742
0.7,2.742
0.36,2.742
0.38,2.742
0.0,2.742
0.06,2.742
0.09,2.742
0.1,2.742
0.12,2.742
0.53,2.742
0.25,2.742
0.33,2.742
0.2,2.742
0.27,2.742
0.31,2.742
0.96,2.743
0.95,2.743
0.93,2.743
0.9,2.743
0.86,2.743
0.67,2.743
0.82,2.743
0.8,2.743
0.78,2.743
0.75,2.743
0.72,2.743
0.7,2.743
0.83,2.743
0.65,2.743
0.62,2.743
0.0,2.743
0.64,2.743
0.13,2.743
0.17,2.743
0.2,2.743
0.08,2.743
0.33,2.743
0.5,2.743
0.53,2.743
0.56,2.743
0.59,2.743
0.25,2.743
0.58,2.743
0.97,2.744
0.67,2.744
0.89,2.744
0.88,2.744
0.83,2.744
0.78,2.744
0.75,2.744
0.56,2.744
0.34,2.744
0.2,2.744
0.19,2.744
0.17,2.744
0.0,2.744
0.4,2.744
0.7,2.745
0.76,2.745
0.81,2.745
0.85,2.745
0.88,2.745
0.87,2.745
0.65,2.745
0.9,2.745
0.93,2.745
0.86,2.745
0.6,2.745
0.67,2.745
0.57,2.745
0.58,2.745
0.13,2.745
0.17,2.745
0.23,2.745
0.27,2.745
0.0,2.745
0.35,2.745
0.38,2.745
0.4,2.745
0.33,2.745
0.75,2.746
0.95,2.746
0.93,2.746
0.9,2.746
0.89,2.746
0.86,2.746
0.8,2.746
0.79,2.746
0.96,2.746
0.76,2.746
0.74,2.746
0.78,2.746
0.6,2.746
0.67,2.746
0.0,2.746
0.03,2.746
0.16,2.746
0.17,2.746
0.12,2.746
0.47,2.746
0.48,2.746
0.5,2.746
0.56,2.746
0.33,2.746
0.86,2.747
0.78,2.747
0.83,2.747
0.84,2.747
0.87,2.747
0.95,2.747
0.89,2.747
0.9,2.747
0.92,2.747
0.93,2.747
0.96,2.747
0.88,2.747
0.75,2.747
0.65,2.747
0.67,2.747
0.0,2.747
0.73,2.747
0.25,2.747
0.31,2.747
0.34,2.747
0.17,2.747
0.45,2.747
0.5,2.747
0.53,2.747
0.63,2.747
0.64,2.747
0.44,2.747
0.93,2.748
0.88,2.748
0.86,2.748
0.84,2.748
0.83,2.748
0.78,2.748
0.75,2.748
0.67,2.748
0.64,2.748
0.65,2.748
0.5,2.748
0.38,2.748
0.37,2.748
0.29,2.748
0.28,2.748
0.22,2.748
0.2,2.748
0.11,2.748
0.0,2.748
0.6,2.748
0.79,2.749
0.8,2.749
0.81,2.749
0.85,2.749
0.86,2.749
0.93,2.749
0.88,2.749
0.9,2.749
0.91,2.749
0.75,2.749
0.98,2.749
0.87,2.749
0.72,2.749
0.7,2.749
0.07,2.749
0.0,2.749
0.62,2.749
0.08,2.749
0.12,2.749
0.17,2.749
0.33,2.749
0.22,2.749
0.47,2.749
0.48,2.749
0.5,2.749
0.55,2.749
0.6,2.749
0.43,2.749
0.75,2.75
0.7,2.75
0.74,2.75
0.8,2.75
0.69,2.75
0.85,2.75
0.87,2.75
0.9,2.75
0.93,2.75
0.82,2.75
0.65,2.75
0.4,2.75
0.58,2.75
0.0,2.75
0.62,2.75
0.1,2.75
0.38,2.75
0.06,2.75
0.47,2.75
0.5,2.75
0.51,2.75
0.52,2.75
0.46,2.75
0.95,2.751
0.94,2.751
0.93,2.751
0.9,2.751
0.89,2.751
0.88,2.751
0.85,2.751
0.8,2.751
0.6,2.751
0.57,2.751
0.42,2.751
0.4,2.751
0.33,2.751
0.3,2.751
0.0,2.751
0.75,2.751
0.75,2.752
0.97,2.752
0.95,2.752
0.9,2.752
0.89,2.752
0.8,2.752
0.79,2.752
0.72,2.752
0.92,2.752
0.67,2.752
0.07,2.752
0.7,2.752
0.19,2.752
0.0,2.752
0.44,2.752
0.6,2.752
0.66,2.752
0.25,2.752
0.78,2.753
0.96,2.753
0.93,2.753
0.9,2.753
0.88,2.753
0.86,2.753
0.83,2.753
0.7,2.753
0.67,2.753
0.58,2.753
0.57,2.753
0.5,2.753
0.33,2.753
0.32,2.753
0.28,2.753
0.13,2.753
0.0,2.753
0.6,2.753
0.61,2.754
0.69,2.754
0.75,2.754
0.79,2.754
0.93,2.754
0.87,2.754
0.88,2.754
0.9,2.754
0.83,2.754
0.35,2.754
0.0,2.754
0.22,2.754
0.21,2.754
0.19,2.754
0.17,2.754
0.16,2.754
0.1,2.754
0.08,2.754
0.06,2.754
0.24,2.754
0.75,2.755
0.78,2.755
0.79,2.755
0.7,2.755
0.88,2.755
0.86,2.755
0.87,2.755
0.8,2.755
0.64,2.755
0.12,2.755
0.61,2.755
0.6,2.755
0.58,2.755
0.35,2.755
0.33,2.755
0.17,2.755
0.11,2.755
0.0,2.755
0.62,2.755
0.67,2.756
0.7,2.756
0.71,2.756
0.72,2.756
0.88,2.756
0.8,2.756
0.83,2.756
0.9,2.756
0.78,2.756
0.5,2.756
0.6,2.756
0.46,2.756
0.42,2.756
0.38,2.756
0.29,2.756
0.22,2.756
0.2,2.756
0.17,2.756
0.04,2.756
0.0,2.756
0.47,2.756
0.7,2.757
0.71,2.757
0.75,2.757
0.78,2.757
0.8,2.757
0.95,2.757
0.88,2.757
0.91,2.757
0.92,2.757
0.65,2.757
0.82,2.757
0.64,2.757
0.04,2.757
0.44,2.757
0.03,2.757
0.62,2.757
0.12,2.757
0.17,2.757
0.2,2.757
0.0,2.757
0.23,2.757
0.36,2.757
0.4,2.757
0.43,2.757
0.21,2.757
0.69,2.758
0.71,2.758
0.78,2.758
0.8,2.758
0.83,2.758
0.88,2.758
0.9,2.758
0.95,2.758
0.98,2.758
0.67,2.758
0.84,2.758
0.6,2.758
0.5,2.758
0.52,2.758
0.0,2.758
0.07,2.758
0.54,2.758
0.14,2.758
0.17,2.758
0.1,2.758
0.33,2.758
0.4,2.758
0.42,2.758
0.43,2.758
0.2,2.758
0.52,2.759
0.9,2.759
0.88,2.759
0.87,2.759
0.75,2.759
0.7,2.759
0.6,2.759
0.5,2.759
0.25,2.759
0.29,2.759
0.38,2.759
0.2,2.759
0.14,2.759
0.11,2.759
0.05,2.759
0.0,2.759
0.73,2.76
0.77,2.76
0.79,2.76
0.85,2.76
0.83,2.76
0.7,2.76
0.9,2.76
0.97,2.76
0.81,2.76
0.62,2.76
0.72,2.76
0.52,2.76
0.38,2.76
0.33,2.76
0.25,2.76
0.14,2.76
0.11,2.76
0.1,2.76
0.04,2.76
0.0,2.76
0.58,2.76
0.92,2.761
0.66,2.761
0.78,2.761
0.81,2.761
0.9,2.761
0.85,2.761
0.88,2.761
0.89,2.761
0.62,2.761
0.84,2.761
0.61,2.761
0.5,2.761
0.53,2.761
0.0,2.761
0.05,2.761
0.14,2.761
0.2,2.761
0.56,2.761
0.32,2.761
0.38,2.761
0.44,2.761
0.27,2.761
0.96,2.762
0.6,2.762
0.89,2.762
0.88,2.762
0.85,2.762
0.81,2.762
0.8,2.762
0.75,2.762
0.7,2.762
0.65,2.762
0.92,2.762
0.54,2.762
0.5,2.762
0.59,2.762
0.04,2.762
0.1,2.762
0.12,2.762
0.0,2.762
0.2,2.762
0.25,2.762
0.31,2.762
0.47,2.762
0.19,2.762
0.94,2.763
0.93,2.763
0.91,2.763
0.9,2.763
0.89,2.763
0.86,2.763
0.83,2.763
0.8,2.763
0.5,2.763
0.75,2.763
0.0,2.763
0.2,2.763
0.33,2.763
0.79,2.763
0.4,2.763
0.45,2.763
0.39,2.763
0.94,2.764
0.93,2.764
0.74,2.764
0.88,2.764
0.86,2.764
0.85,2.764
0.83,2.764
0.81,2.764
0.8,2.764
0.75,2.764
0.89,2.764
0.7,2.764
0.69,2.764
0.0,2.764
0.71,2.764
0.08,2.764
0.21,2.764
0.07,2.764
0.37,2.764
0.56,2.764
0.6,2.764
0.62,2.764
0.33,2.764
0.75,2.765
0.95,2.765
0.96,2.765
0.83,2.765
0.76,2.765
0.71,2.765
0.85,2.765
0.6,2.765
0.48,2.765
0.41,2.765
0.4,2.765
0.29,2.765
0.0,2.765
0.7,2.765
0.94,2.766
0.93,2.766
0.9,2.766
0.89,2.766
0.83,2.766
0.78,2.766
0.75,2.766
0.67,2.766
0.64,2.766
0.0,2.766
0.5,2.766
0.44,2.766
0.29,2.766
0.28,2.766
0.25,2.766
0.12,2.766
0.05,2.766
0.53,2.766
0.72,2.767
0.75,2.767
0.8,2.767
0.71,2.767
0.88,2.767
0.89,2.767
0.93,2.767
0.83,2.767
0.7,2.767
0.0,2.767
0.65,2.767
0.63,2.767
0.51,2.767
0.38,2.767
0.33,2.767
0.3,2.767
0.17,2.767
0.67,2.767
0.85,2.768
0.97,2.768
0.95,2.768
0.93,2.768
0.9,2.768
0.88,2.768
0.86,2.768
0.8,2.768
0.0,2.768
0.6,2.768
0.56,2.768
0.5,2.768
0.46,2.768
0.33,2.768
0.05,2.768
0.78,2.768
0.96,2.769
0.93,2.769
0.91,2.769
0.9,2.769
0.89,2.769
0.87,2.769
0.86,2.769
0.85,2.769
0.83,2.769
0.81,2.769
0.6,2.769
0.67,2.769
0.03,2.769
0.07,2.769
0.1,2.769
0.0,2.769
0.19,2.769
0.42,2.769
0.5,2.769
0.13,2.769
0.78,2.77
0.94,2.77
0.92,2.77
0.85,2.77
0.83,2.77
0.8,2.77
0.79,2.77
0.75,2.77
0.88,2.77
0.58,2.77
0.46,2.77
0.38,2.77
0.33,2.77
0.25,2.77
0.6,2.77
0.17,2.77
0.0,2.77
0.75,2.771
0.78,2.771
0.85,2.771
0.86,2.771
0.93,2.771
0.89,2.771
0.92,2.771
0.74,2.771
0.97,2.771
0.88,2.771
0.71,2.771
0.9,2.771
0.58,2.771
0.0,2.771
0.06,2.771
0.11,2.771
0.12,2.771
0.1,2.771
0.33,2.771
0.5,2.771
0.56,2.771
0.17,2.771
0.62,2.771
0.95,2.772
0.78,2.772
0.94,2.772
0.89,2.772
0.86,2.772
0.83,2.772
0.8,2.772
0.6,2.772
0.58,2.772
0.5,2.772
0.3,2.772
0.11,2.772
0.08,2.772
0.0,2.772
0.75,2.772
0.72,2.773
0.9,2.773
0.86,2.773
0.81,2.773
0.92,2.773
0.8,2.773
0.78,2.773
0.75,2.773
0.71,2.773
0.43,2.773
0.65,2.773
0.0,2.773
0.07,2.773
0.25,2.773
0.67,2.773
0.55,2.773
0.6,2.773
0.64,2.773
0.5,2.773
0.67,2.774
0.72,2.774
0.75,2.774
0.77,2.774
0.78,2.774
0.81,2.774
0.83,2.774
0.85,2.774
0.66,2.774
0.88,2.774
0.9,2.774
0.8,2.774
0.86,2.774
0.6,2.774
0.53,2.774
0.0,2.774
0.05,2.774
0.62,2.774
0.25,2.774
0.27,2.774
0.16,2.774
0.29,2.774
0.33,2.774
0.38,2.774
0.43,2.774
0.47,2.774
0.28,2.774
0.82,2.775
0.89,2.775
0.88,2.775
0.87,2.775
0.86,2.775
0.84,2.775
0.75,2.775
0.0,2.775
0.73,2.775
0.67,2.775
0.5,2.775
0.1,2.775
0.08,2.775
0.74,2.775
0.97,2.776
0.96,2.776
0.93,2.776
0.9,2.776
0.89,2.776
0.88,2.776
0.83,2.776
0.81,2.776
0.75,2.776
0.7,2.776
0.72,2.776
0.0,2.776
0.57,2.776
0.56,2.776
0.5,2.776
0.47,2.776
0.31,2.776
0.25,2.776
0.17,2.776
0.14,2.776
0.67,2.776
0.75,2.777
0.8,2.777
0.83,2.777
0.69,2.777
0.9,2.777
0.92,2.777
0.94,2.777
0.89,2.777
0.6,2.777
0.71,2.777
0.5,2.777
0.0,2.777
0.17,2.777
0.2,2.777
0.25,2.777
0.56,2.777
0.33,2.777
0.36,2.777
0.38,2.777
0.29,2.777
0.95,2.778
0.72,2.778
0.93,2.778
0.9,2.778
0.89,2.778
0.83,2.778
0.8,2.778
0.79,2.778
0.78,2.778
0.75,2.778
0.94,2.778
0.62,2.778
0.55,2.778
0.67,2.778
0.07,2.778
0.11,2.778
0.12,2.778
0.0,2.778
0.25,2.778
0.3,2.778
0.33,2.778
0.4,2.778
0.2,2.778
0.67,2.779
0.95,2.779
0.92,2.779
0.96,2.779
0.81,2.779
0.8,2.779
0.75,2.779
0.69,2.779
0.62,2.779
0.86,2.779
0.44,2.779
0.5,2.779
0.08,2.779
0.12,2.779
0.22,2.779
0.0,2.779
0.33,2.779
0.34,2.779
0.43,2.779
0.25,2.779
0.8,2.78
0.96,2.78
0.9,2.78
0.89,2.78
0.88,2.78
0.85,2.78
0.81,2.78
0.78,2.78
0.92,2.78
0.73,2.78
0.12,2.78
0.24,2.78
0.5,2.78
0.0,2.78
0.65,2.78
0.67,2.78
0.62,2.78
0.75,2.78
0.97,2.781
0.75,2.781
0.96,2.781
0.95,2.781
0.9,2.781
0.89,2.781
0.86,2.781
0.83,2.781
0.78,2.781
0.57,2.781
0.55,2.781
0.53,2.781
0.44,2.781
0.4,2.781
0.2,2.781
0.04,2.781
0.0,2.781
0.56,2.781
0.75,2.782
0.97,2.782
0.93,2.782
0.88,2.782
0.86,2.782
0.82,2.782
0.79,2.782
0.72,2.782
0.0,2.782
0.62,2.782
0.6,2.782
0.56,2.782
0.43,2.782
0.33,2.782
0.29,2.782
0.12,2.782
0.67,2.782
0.92,2.783
0.88,2.783
0.86,2.783
0.83,2.783
0.8,2.783
0.75,2.783
0.71,2.783
0.65,2.783
0.66,2.783
0.6,2.783
0.57,2.783
0.5,2.783
0.25,2.783
0.17,2.783
0.09,2.783
0.04,2.783
0.0,2.783
0.61,2.783
0.7,2.784
0.72,2.784
0.75,2.784
0.77,2.784
0.78,2.784
0.92,2.784
0.83,2.784
0.85,2.784
0.91,2.784
0.62,2.784
0.8,2.784
0.59,2.784
0.86,2.784
0.53,2.784
0.0,2.784
0.05,2.784
0.06,2.784
0.15,2.784
0.17,2.784
0.55,2.784
0.25,2.784
0.33,2.784
0.36,2.784
0.38,2.784
0.5,2.784
0.19,2.784
0.95,2.785
0.9,2.785
0.89,2.785
0.88,2.785
0.85,2.785
0.81,2.785
0.8,2.785
0.79,2.785
0.78,2.785
0.7,2.785
0.6,2.785
0.5,2.785
0.4,2.785
0.33,2.785
0.3,2.785
0.29,2.785
0.24,2.785
0.19,2.785
0.1,2.785
0.0,2.785
0.97,2.786
0.85,2.786
0.64,2.786
0.5,2.786
0.38,2.786
0.37,2.786
0.89,2.786
0.33,2.786
0.14,2.786
0.06,2.786
0.05,2.786
0.34,2.786
0.0,2.786
0.94,2.787
0.92,2.787
0.85,2.787
0.83,2.787
0.8,2.787
0.79,2.787
0.75,2.787
0.96,2.787
0.71,2.787
0.7,2.787
0.55,2.787
0.44,2.787
0.33,2.787
0.0,2.787
0.73,2.787
0.92,2.788
0.9,2.788
0.81,2.788
0.67,2.788
0.75,2.788
0.44,2.788
0.4,2.788
0.36,2.788
0.0,2.788
0.56,2.788
0.67,2.789
0.94,2.789
0.89,2.789
0.88,2.789
0.86,2.789
0.84,2.789
0.83,2.789
0.8,2.789
0.75,2.789
0.7,2.789
0.66,2.789
0.95,2.789
0.62,2.789
0.63,2.789
0.1,2.789
0.2,2.789
0.22,2.789
0.0,2.789
0.4,2.789
0.44,2.789
0.5,2.789
0.56,2.789
0.33,2.789
0.73,2.79
0.96,2.79
0.93,2.79
0.92,2.79
0.88,2.79
0.83,2.79
0.8,2.79
0.75,2.79
0.69,2.79
0.67,2.79
0.6,2.79
0.53,2.79
0.5,2.79
0.42,2.79
0.4,2.79
0.2,2.79
0.13,2.79
0.0,2.79
0.8,2.791
0.83,2.791
0.85,2.791
0.88,2.791
0.94,2.791
0.9,2.791
0.96,2.791
0.77,2.791
0.95,2.791
0.89,2.791
0.75,2.791
0.92,2.791
0.72,2.791
0.73,2.791
0.07,2.791
0.12,2.791
0.29,2.791
0.0,2.791
0.42,2.791
0.5,2.791
0.54,2.791
0.6,2.791
0.4,2.791
0.8,2.792
0.95,2.792
0.94,2.792
0.93,2.792
0.9,2.792
0.88,2.792
0.86,2.792
0.81,2.792
0.78,2.792
0.92,2.792
0.71,2.792
0.2,2.792
0.3,2.792
0.39,2.792
0.0,2.792
0.5,2.792
0.62,2.792
0.67,2.792
0.44,2.792
0.75,2.792
0.7,2.793
0.93,2.793
0.89,2.793
0.83,2.793
0.81,2.793
0.79,2.793
0.76,2.793
0.75,2.793
0.56,2.793
0.44,2.793
0.4,2.793
0.38,2.793
0.25,2.793
0.24,2.793
0.0,2.793
0.5,2.793
0.79,2.794
0.93,2.794
0.92,2.794
0.9,2.794
0.88,2.794
0.87,2.794
0.83,2.794
0.8,2.794
0.75,2.794
